feedback_text,count,percent
"Bài Smith Machine Upright Row dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi so với khả năng hiện tại.",2,0.0138
"Bài Smith Machine Upright Row dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, sau khi hoàn thành phần chính.",2,0.0138
"Cable Kickback hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn reduce difficulty để tập ổn hơn. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, ở lần ghi nhận gần đây.",2,0.0138
"Tôi không hợp Cable Kickback lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, trong buổi tập này.",2,0.0138
"Bài Cable Kickback vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, khi so với khả năng hiện tại.",2,0.0138
"Cable Kickback tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",2,0.0138
"Cable Kickback hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn replace exercise để tập ổn hơn. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, ở lần ghi nhận gần đây.",2,0.0138
"Khi thực hiện bài này, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 2/5, khi so với khả năng hiện tại.",2,0.0138
"Khi thực hiện bài này, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 2/5, ở bối cảnh lịch tập này.",2,0.0138
"Kế hoạch này có vài điểm chưa hợp, tôi muốn change split để dễ theo hơn. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",2,0.0138
"Tổng thể giáo án hợp với lịch và mục tiêu của tôi, nên tôi muốn giữ cấu trúc này thêm vài tuần. Mức đánh giá 4/5, trong lần đánh giá hôm nay.",2,0.0138
"Tôi muốn hệ thống tiếp tục quan sát phản hồi của tôi trước khi thay đổi mạnh giáo án. Mức đánh giá 3/5, trong buổi tập này.",2,0.0138
"Tôi muốn hệ thống tiếp tục quan sát phản hồi của tôi trước khi thay đổi mạnh giáo án. Mức đánh giá 3/5, ở bối cảnh lịch tập này.",2,0.0138
"Standing Ab Wheel Rollout tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, khi tập với mức hiện tại.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Machine Hip Thrust, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.",1,0.0069
"Khi thực hiện Copenhagen Plank, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Khi thực hiện Machine Lateral Raise, vùng Back hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 2/5, khi theo giáo án hiện tại.",1,0.0069
"Side Plank tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, khi tập với mức hiện tại.",1,0.0069
"Single-Leg Leg Press tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.",1,0.0069
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Plank, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.",1,0.0069
"Khi thực hiện Hanging Leg Raise, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 2/5, ở bối cảnh lịch tập này.",1,0.0069
"Tôi cảm thấy pain ở Back khi tập Machine Row, nên muốn review safety trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.",1,0.0069
"Machine Assisted Pull-Up tạo cảm giác không thật ổn ở Back, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.",1,0.0069
"Khi thực hiện V-Up, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, sau khi hoàn thành phần chính.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Side Plank, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Single-Leg Glute Bridge, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Push-Up tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, trong buổi tập này.",1,0.0069
"Khi thực hiện Single-Arm Smith Machine Row, vùng Back hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Front Plank with Reach tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, ở phần cuối buổi.",1,0.0069
"Khi thực hiện Hollow Body Hold, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Khi thực hiện Machine Bicep Curl, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Smith Machine Squat, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, ở lần ghi nhận gần đây.",1,0.0069
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Mountain Climbers, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Khi thực hiện Pull-Up, vùng Back hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Skater Squat, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Burpee, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, sau vài set đầu.",1,0.0069
"Khi thực hiện Battle Ropes, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Hindu Push-Up, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, ở lần ghi nhận gần đây.",1,0.0069
"Khi thực hiện Machine Lateral Raise, vùng Back hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, sau khi hoàn thành phần chính.",1,0.0069
"Tôi cảm thấy pain ở Joint discomfort khi tập Decline EZ-Bar Skull Crusher, nên muốn review safety trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Burpee, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.",1,0.0069
"Hindu Push-Up tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, trong buổi tập này.",1,0.0069
"Khi thực hiện Pike Push-Up, vùng Back hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Khi thực hiện Machine Chest Press, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",1,0.0069
"Khi thực hiện Barbell Shrug, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Donkey Calf Raise, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Khi thực hiện Standing Ab Wheel Rollout, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Khi thực hiện Push-Up, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, ở bối cảnh lịch tập này.",1,0.0069
"Machine Row tạo cảm giác không thật ổn ở Back, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.",1,0.0069
"Crab Walk tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.",1,0.0069
"Donkey Kick tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, ở phần cuối buổi.",1,0.0069
"Khi thực hiện Band Pull-Apart, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 2/5, khi theo giáo án hiện tại.",1,0.0069
"Machine Lateral Raise tạo cảm giác không thật ổn ở Back, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",1,0.0069
"Khi thực hiện Burpee, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Crab Walk, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.",1,0.0069
"Khi thực hiện Mountain Climbers, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",1,0.0069
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Reverse Crunch, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Seated Outer Thigh Abductor Machine tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",1,0.0069
"Plank tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, khi tập với mức hiện tại.",1,0.0069
"Khi thực hiện Reverse Crunch, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",1,0.0069
"Khi thực hiện Glute Kickback Machine, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Khi thực hiện Machine Hip Abductor, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, sau khi hoàn thành phần chính.",1,0.0069
"Khi thực hiện Machine Assisted Dip, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, ở bối cảnh lịch tập này.",1,0.0069
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Dumbbell Hammer Curl, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Single-Leg Leg Press, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, ở lần ghi nhận gần đây.",1,0.0069
"Khi thực hiện Dead Bug, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, khi theo giáo án hiện tại.",1,0.0069
"Khi thực hiện Push-Up, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",1,0.0069
"Khi thực hiện Mountain Climbers, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",1,0.0069
"Cross-Body Cable Triceps Extension tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, trong buổi tập này.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Glute Bridge March, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Khi thực hiện Machine Hip Adductor, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",1,0.0069
"Khi thực hiện Crab Walk, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi cảm thấy mild discomfort ở Back khi tập Machine Lateral Raise, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, ở lần ghi nhận gần đây.",1,0.0069
"Machine Row tạo cảm giác không thật ổn ở Back, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, khi tập với mức hiện tại.",1,0.0069
"Tôi cảm thấy mild discomfort ở Back khi tập Chest-Supported T-Bar Row, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, ở lần ghi nhận gần đây.",1,0.0069
"Skater Squat tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, ở phần cuối buổi.",1,0.0069
"Khi thực hiện Machine Assisted Pull-Up, vùng Back hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Push-Up, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, sau vài set đầu.",1,0.0069
"Khi thực hiện Machine Bicep Curl, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi cảm thấy pain ở Joint discomfort khi tập Dumbbell Floor Press, nên muốn review safety trước buổi sau. Mức đánh giá 1/5, ở lần ghi nhận gần đây.",1,0.0069
"Cossack Squat tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.",1,0.0069
"Band Pull-Apart tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, khi tập với mức hiện tại.",1,0.0069
"Khi thực hiện Swiss Ball Crunch, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, sau khi hoàn thành phần chính.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Machine Hip Abductor, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Khi thực hiện Crab Walk, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",1,0.0069
"Tôi cảm thấy pain ở Knee khi tập Barbell Thruster, nên muốn review safety trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Khi thực hiện Smith Machine Reverse Lunge, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, sau khi hoàn thành phần chính.",1,0.0069
"Khi thực hiện Burpee, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, sau khi hoàn thành phần chính.",1,0.0069
"Tôi cảm thấy pain ở Knee khi tập Glute Bridge March, nên muốn review safety trước buổi sau. Mức đánh giá 1/5, ở lần ghi nhận gần đây.",1,0.0069
"Tôi cảm thấy mild discomfort ở Back khi tập Machine Lateral Raise, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, ở lần ghi nhận gần đây.",1,0.0069
"Khi thực hiện Machine Leg Extension, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",1,0.0069
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Mountain Climbers, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, ở lần ghi nhận gần đây.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Crab Walk, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong lần đánh giá hôm nay.",1,0.0069
"Dumbbell Floor Press tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, khi tập với mức hiện tại.",1,0.0069
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Dumbbell Front Raise, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Bird Dog, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Bird Dog tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, khi tập với mức hiện tại.",1,0.0069
"Khi thực hiện Bicycle Crunch, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Plate Pinch Hold tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, trong buổi tập này.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Crab Walk, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, ở lần ghi nhận gần đây.",1,0.0069
"Khi thực hiện Bird Dog, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",1,0.0069
"Glute Bridge tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",1,0.0069
"Tôi cảm thấy pain ở Knee khi tập Bird Dog, nên muốn review safety trước buổi sau. Mức đánh giá 1/5, ở lần ghi nhận gần đây.",1,0.0069
"Dumbbell Front Squat tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",1,0.0069
"Chest-Supported T-Bar Row tạo cảm giác không thật ổn ở Back, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",1,0.0069
"Tôi cảm thấy pain ở Knee khi tập Burpee, nên muốn review safety trước buổi sau. Mức đánh giá 1/5, ở lần ghi nhận gần đây.",1,0.0069
"Single-Arm Dumbbell Push Press tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.",1,0.0069
"Tôi cảm thấy pain ở Joint discomfort khi tập Overhead Dumbbell Triceps Extension, nên muốn review safety trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.",1,0.0069
"Close-Grip Push-Up tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.",1,0.0069
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Hindu Push-Up, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.",1,0.0069
"Khi thực hiện Barbell Wrist Curl, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Side Plank tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.",1,0.0069
"Khi thực hiện Front Plank with Reach, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Glute Bridge tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, trong buổi tập này.",1,0.0069
"Wall Sit tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",1,0.0069
"Hanging Leg Raise tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",1,0.0069
"Sissy Squat tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Seated Leg Curl, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, ở lần ghi nhận gần đây.",1,0.0069
"Cossack Squat tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",1,0.0069
"Side-Lying Inner Thigh Raise tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",1,0.0069
"Burpee tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, ở phần cuối buổi.",1,0.0069
"V-Up tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, trong buổi tập này.",1,0.0069
"Band Pull-Apart tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.",1,0.0069
"Tôi cảm thấy pain ở Joint discomfort khi tập Push Press, nên muốn review safety trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.",1,0.0069
"Mountain Climbers tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.",1,0.0069
"Khi thực hiện Burpee, vùng Knee hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 2/5, khi theo giáo án hiện tại.",1,0.0069
"Dead Bug tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.",1,0.0069
"Machine Shoulder Press tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, trong buổi tập này.",1,0.0069
"Barbell Biceps Curl tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",1,0.0069
"Khi thực hiện Glute Bridge, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",1,0.0069
"Tôi cảm thấy mild discomfort ở Back khi tập Single-Arm Smith Machine Row, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, ở lần ghi nhận gần đây.",1,0.0069
"Khi thực hiện Dumbbell Shrug (Seated), vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",1,0.0069
"Khi thực hiện Dumbbell Lateral Raise, vùng Back hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, sau khi hoàn thành phần chính.",1,0.0069
"Chest-Supported T-Bar Row tạo cảm giác không thật ổn ở Back, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, trong buổi tập này.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Glute Kickback Machine, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Khi thực hiện B-Stance Barbell RDL, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi cảm thấy pain ở Joint discomfort khi tập Barbell Biceps Curl, nên muốn review safety trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Khi thực hiện Machine Hip Adductor, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.",1,0.0069
"Khi thực hiện Burpee, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi cảm thấy mild discomfort ở Knee khi tập Dumbbell Reverse Lunge, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Barbell Reverse Wrist Curl tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, khi tập với mức hiện tại.",1,0.0069
"Tôi cảm thấy pain ở Joint discomfort khi tập Barbell Wrist Curl, nên muốn review safety trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",1,0.0069
"Khi thực hiện Push-Up, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, khi so với khả năng hiện tại.",1,0.0069
"Machine Leg Extension hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn replace exercise để tập ổn hơn. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 1/5, ở lần ghi nhận gần đây.",1,0.0069
"Bài Copenhagen Plank làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 1/5, sau khi hoàn thành phần chính.",1,0.0069
"Tôi không hợp Single-Leg Leg Press lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 2/5, ở phần cuối buổi.",1,0.0069
"Tôi không hợp Decline Push-Up lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 1/5, ở phần cuối buổi.",1,0.0069
"Tôi không hợp TRX Push-Up lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 2/5, ở phần cuối buổi.",1,0.0069
"Machine Assisted Pull-Up hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn replace exercise để tập ổn hơn. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 2/5, ở lần ghi nhận gần đây.",1,0.0069
