sample_id,sample_source,task_type,user_id,plan_id,exercise_id,training_level,primary_goal,secondary_goal,gender,age,height_cm,weight_kg,bmi,bmi_category,training_days_per_week,preferred_split,gym_access_level,available_equipment_count,injury_count,limitation_count,exercise_category,exercise_difficulty,minimum_training_level,primary_muscle_count,secondary_muscle_count,equipment_count,technical_complexity_score,fatigue_score,mobility_requirement,balance_requirement,estimated_MET,primary_muscles,secondary_muscles,equipment,movement_pattern,joint_stress_areas,contraindications,joint_stress_count,contraindication_count,completion_rate,set_completion_rate,skipped_rate,partial_rate,average_rpe,average_fatigue,pain_rate,trend,safety_status,risk_score,risk_flag_count,contraindication_match_count,pain_match_count,sentiment_positive_count,sentiment_neutral_count,sentiment_negative_count,too_easy_count,too_hard_count,liked_exercise_count,disliked_exercise_count,pain_related_exercise_count,recommended_action,days_per_week,label_name,label_value,feedback_id,history_session_id,history_item_id,plan_item_id,rating,sentiment,difficulty_feedback,enjoyment_rating,fatigue_feedback,pain_feedback,duration_feedback,progression_preference,requested_action,feedback_reason_tag_count,actual_rpe,actual_load_kg,difficulty_rating,exercise_enjoyment,pain_during_exercise,technique_quality,session_rpe,session_completion_pct,plan_item_role,exercise_preference,pain_area_count,safety_label
PREF0005126,preference_training_dataset,preference,U000441,PLAN000941,EX0317,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Intermediate,Intermediate,3,2,1,2.5,3.0,3.5,3.0,4.0,"[""Latissimus Dorsi"", ""Rhomboids"", ""Core (Anti-Rotation)""]","[""Biceps Brachii"", ""Posterior Deltoid""]","[""Suspension Trainer (TRX)""]",Horizontal Pull,"[""Shoulder"", ""Elbow""]","[""Shoulder impingement""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005126,WHS00017303,WHI000075492,WPI00016518,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,3.0,No,Good,7.7,100.0,Primary Compound,Like,,
PREF0005127,preference_training_dataset,preference,U000441,PLAN000941,EX0141,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,3,2,1,1.5,1.0,1.5,1.5,2.0,"[""Posterior Deltoid"", ""Rhomboids"", ""Middle Trapezius""]","[""Infraspinatus"", ""Teres Minor""]","[""Resistance Band""]",Horizontal Pull,"[""Shoulder""]","[""None""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005127,WHS00017302,WHI000075491,WPI00016516,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,3.0,No,Good,7.7,100.0,Isolation,Like,,
PREF0005128,preference_training_dataset,preference,U000441,PLAN000941,EX0004,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005128,WHS00017302,WHI000075489,WPI00016513,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,4.0,No,Good,7.7,100.0,Primary Compound,Like,,
PREF0005129,preference_training_dataset,preference,U000441,PLAN000941,EX0071,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.0,2.5,1.5,1.0,3.0,"[""Pectoralis Major (Clavicular Head)""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Incline Chest Press Machine""]",Horizontal Push,"[""Shoulder"", ""Elbow""]","[""Acute shoulder impingement""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005129,WHS00017302,WHI000075488,WPI00016514,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,3.0,No,Good,7.7,100.0,Primary Compound,Like,,
PREF0005130,preference_training_dataset,preference,U000441,PLAN000941,EX0105,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,2,1,1,1.5,1.5,1.5,3.0,2.0,"[""Gluteus Medius"", ""Gluteus Minimus""]","[""Tensor Fasciae Latae""]","[""Resistance Band""]",Hip Abduction,"[""Hip"", ""Knee""]","[""Severe hip osteoarthritis""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005130,WHS00017301,WHI000075487,WPI00016506,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,3.0,No,Good,7.7,100.0,Isolation,Like,,
PREF0005131,preference_training_dataset,preference,U000441,PLAN000941,EX0318,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Intermediate,Intermediate,2,2,1,2.5,2.5,3.0,3.0,4.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Latissimus Dorsi"", ""Triceps Brachii""]","[""Suspension Trainer (TRX)""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]","[""Lumbar disc herniation"", ""Shoulder impingement""]",2,2,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005131,WHS00017301,WHI000075485,WPI00016509,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,4.0,No,Good,7.7,100.0,Secondary Compound,Like,,
PREF0005132,preference_training_dataset,preference,U000441,PLAN000941,EX0287,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,3.0,3.0,3.0,3.5,4.0,"[""Quadriceps"", ""Gluteus Maximus""]","[""Hamstrings""]","[""Suspension Trainer (TRX)""]",Squat,"[""Knee"", ""Ankle""]","[""Severe knee osteoarthritis"", ""Patellofemoral pain""]",2,2,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005132,WHS00017301,WHI000075484,WPI00016510,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,3.0,No,Good,7.7,100.0,Secondary Compound,Like,,
PREF0005133,preference_training_dataset,preference,U000441,PLAN000941,EX0314,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Advanced,Advanced,2,3,1,5.0,4.5,4.0,4.5,6.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Latissimus Dorsi"", ""Triceps Brachii"", ""Hip Flexors""]","[""Ab Wheel""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]","[""Lumbar disc herniation"", ""Shoulder instability""]",2,2,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005133,WHS00017301,WHI000075482,WPI00016512,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,4.0,No,Good,7.7,100.0,Secondary Compound,Like,,
PREF0005134,preference_training_dataset,preference,U000441,PLAN000941,EX0270,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,3,1,1,1.5,1.5,2.5,2.0,2.0,"[""Hamstrings"", ""Gluteus Maximus"", ""Erector Spinae""]","[""None""]","[""Resistance Band""]",Hinge,"[""Lower Back""]","[""Acute low back pain""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005134,WHS00017301,WHI000075481,WPI00016507,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,3.0,No,Good,7.7,100.0,Primary Compound,Like,,
PREF0005135,preference_training_dataset,preference,U000441,PLAN000941,EX0115,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.5,2.0,2.5,1.0,3.0,"[""Latissimus Dorsi""]","[""Pectoralis Major"", ""Serratus Anterior""]","[""Pullover Machine""]",Vertical Pull,"[""Shoulder""]","[""Severe shoulder impingement""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005135,WHS00017300,WHI000075480,WPI00016504,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,3.0,No,Good,7.7,100.0,Isolation,Like,,
PREF0005136,preference_training_dataset,preference,U000441,PLAN000941,EX0089,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Beginner,Beginner,2,3,1,2.0,2.5,2.0,2.5,3.5,"[""Latissimus Dorsi"", ""Rhomboids""]","[""Biceps Brachii"", ""Posterior Deltoid"", ""Trapezius""]","[""Suspension Trainer (TRX)""]",Horizontal Pull,"[""Elbow"", ""Shoulder""]","[""Acute shoulder impingement""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005136,WHS00017300,WHI000075478,WPI00016502,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,4.0,No,Good,7.7,100.0,Primary Compound,Like,,
PREF0005137,preference_training_dataset,preference,U000441,PLAN000941,EX0317,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Intermediate,Intermediate,3,2,1,2.5,3.0,3.5,3.0,4.0,"[""Latissimus Dorsi"", ""Rhomboids"", ""Core (Anti-Rotation)""]","[""Biceps Brachii"", ""Posterior Deltoid""]","[""Suspension Trainer (TRX)""]",Horizontal Pull,"[""Shoulder"", ""Elbow""]","[""Shoulder impingement""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005137,WHS00017300,WHI000075477,WPI00016503,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,3.0,No,Good,7.7,100.0,Primary Compound,Like,,
PREF0005138,preference_training_dataset,preference,U000441,PLAN000941,EX0141,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,3,2,1,1.5,1.0,1.5,1.5,2.0,"[""Posterior Deltoid"", ""Rhomboids"", ""Middle Trapezius""]","[""Infraspinatus"", ""Teres Minor""]","[""Resistance Band""]",Horizontal Pull,"[""Shoulder""]","[""None""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005138,WHS00017299,WHI000075476,WPI00016501,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,3.0,No,Good,7.7,100.0,Isolation,Like,,
PREF0005139,preference_training_dataset,preference,U000441,PLAN000941,EX0004,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005139,WHS00017299,WHI000075474,WPI00016498,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,4.0,No,Good,7.7,100.0,Primary Compound,Like,,
PREF0005140,preference_training_dataset,preference,U000441,PLAN000941,EX0071,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.0,2.5,1.5,1.0,3.0,"[""Pectoralis Major (Clavicular Head)""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Incline Chest Press Machine""]",Horizontal Push,"[""Shoulder"", ""Elbow""]","[""Acute shoulder impingement""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005140,WHS00017299,WHI000075473,WPI00016499,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,3.0,No,Good,7.7,100.0,Primary Compound,Like,,
PREF0005141,preference_training_dataset,preference,U000441,PLAN000941,EX0141,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,3,2,1,1.5,1.0,1.5,1.5,2.0,"[""Posterior Deltoid"", ""Rhomboids"", ""Middle Trapezius""]","[""Infraspinatus"", ""Teres Minor""]","[""Resistance Band""]",Horizontal Pull,"[""Shoulder""]","[""None""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005141,WHS00017298,WHI000075471,WPI00016520,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,4.0,No,Good,7.8,100.0,Isolation,Like,,
PREF0005142,preference_training_dataset,preference,U000441,PLAN000941,EX0089,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Beginner,Beginner,2,3,1,2.0,2.5,2.0,2.5,3.5,"[""Latissimus Dorsi"", ""Rhomboids""]","[""Biceps Brachii"", ""Posterior Deltoid"", ""Trapezius""]","[""Suspension Trainer (TRX)""]",Horizontal Pull,"[""Elbow"", ""Shoulder""]","[""Acute shoulder impingement""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005142,WHS00017298,WHI000075470,WPI00016517,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,4.0,No,Good,7.8,100.0,Primary Compound,Like,,
PREF0005143,preference_training_dataset,preference,U000441,PLAN000941,EX0181,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,3.0,3.5,3.0,3.0,4.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Suspension Trainer (TRX)""]",Horizontal Push,"[""Shoulder"", ""Wrist""]","[""Shoulder instability""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005143,WHS00017297,WHI000075467,WPI00016515,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,4.0,No,Good,7.8,100.0,Secondary Compound,Like,,
PREF0005144,preference_training_dataset,preference,U000441,PLAN000941,EX0004,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005144,WHS00017297,WHI000075466,WPI00016513,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,4.0,No,Good,7.8,100.0,Primary Compound,Like,,
PREF0005145,preference_training_dataset,preference,U000441,PLAN000941,EX0044,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,1,1,1,1.0,1.5,1.5,1.0,3.0,"[""Hamstrings""]","[""Gastrocnemius""]","[""Seated Leg Curl Machine""]",Knee Flexion,"[""Knee""]","[""Severe knee osteoarthritis""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005145,WHS00017296,WHI000075463,WPI00016508,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,4.0,No,Good,7.8,100.0,Isolation,Like,,
PREF0005146,preference_training_dataset,preference,U000441,PLAN000941,EX0318,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Intermediate,Intermediate,2,2,1,2.5,2.5,3.0,3.0,4.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Latissimus Dorsi"", ""Triceps Brachii""]","[""Suspension Trainer (TRX)""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]","[""Lumbar disc herniation"", ""Shoulder impingement""]",2,2,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005146,WHS00017296,WHI000075462,WPI00016509,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,4.0,No,Good,7.8,100.0,Secondary Compound,Like,,
PREF0005147,preference_training_dataset,preference,U000441,PLAN000941,EX0192,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Intermediate,Intermediate,3,1,1,4.0,4.0,2.0,4.0,6.0,"[""Quadriceps"", ""Gluteus Maximus"", ""Calves""]","[""Hamstrings""]","[""Plyo Box""]",Squat,"[""Knee"", ""Achilles Tendon"", ""Ankle""]","[""Achilles tendinopathy"", ""Severe knee osteoarthritis""]",3,2,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005147,WHS00017296,WHI000075460,WPI00016511,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,4.0,No,Good,7.8,100.0,Secondary Compound,Like,,
PREF0005148,preference_training_dataset,preference,U000441,PLAN000941,EX0314,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Advanced,Advanced,2,3,1,5.0,4.5,4.0,4.5,6.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Latissimus Dorsi"", ""Triceps Brachii"", ""Hip Flexors""]","[""Ab Wheel""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]","[""Lumbar disc herniation"", ""Shoulder instability""]",2,2,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005148,WHS00017296,WHI000075459,WPI00016512,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,4.0,No,Good,7.8,100.0,Secondary Compound,Like,,
PREF0005149,preference_training_dataset,preference,U000441,PLAN000941,EX0141,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,3,2,1,1.5,1.0,1.5,1.5,2.0,"[""Posterior Deltoid"", ""Rhomboids"", ""Middle Trapezius""]","[""Infraspinatus"", ""Teres Minor""]","[""Resistance Band""]",Horizontal Pull,"[""Shoulder""]","[""None""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005149,WHS00017295,WHI000075456,WPI00016505,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,4.0,No,Good,7.8,100.0,Isolation,Like,,
PREF0005150,preference_training_dataset,preference,U000441,PLAN000941,EX0089,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Beginner,Beginner,2,3,1,2.0,2.5,2.0,2.5,3.5,"[""Latissimus Dorsi"", ""Rhomboids""]","[""Biceps Brachii"", ""Posterior Deltoid"", ""Trapezius""]","[""Suspension Trainer (TRX)""]",Horizontal Pull,"[""Elbow"", ""Shoulder""]","[""Acute shoulder impingement""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005150,WHS00017295,WHI000075455,WPI00016502,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,4.0,No,Good,7.8,100.0,Primary Compound,Like,,
PREF0005151,preference_training_dataset,preference,U000441,PLAN000941,EX0181,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,3.0,3.5,3.0,3.0,4.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Suspension Trainer (TRX)""]",Horizontal Push,"[""Shoulder"", ""Wrist""]","[""Shoulder instability""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005151,WHS00017294,WHI000075452,WPI00016500,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,4.0,No,Good,7.8,100.0,Secondary Compound,Like,,
PREF0005152,preference_training_dataset,preference,U000441,PLAN000941,EX0004,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005152,WHS00017294,WHI000075451,WPI00016498,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,4.0,No,Good,7.8,100.0,Primary Compound,Like,,
PREF0005153,preference_training_dataset,preference,U000441,PLAN000941,EX0115,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.5,2.0,2.5,1.0,3.0,"[""Latissimus Dorsi""]","[""Pectoralis Major"", ""Serratus Anterior""]","[""Pullover Machine""]",Vertical Pull,"[""Shoulder""]","[""Severe shoulder impingement""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005153,WHS00017293,WHI000075449,WPI00016519,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,3.0,No,Good,7.8,100.0,Isolation,Like,,
PREF0005154,preference_training_dataset,preference,U000441,PLAN000941,EX0141,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,3,2,1,1.5,1.0,1.5,1.5,2.0,"[""Posterior Deltoid"", ""Rhomboids"", ""Middle Trapezius""]","[""Infraspinatus"", ""Teres Minor""]","[""Resistance Band""]",Horizontal Pull,"[""Shoulder""]","[""None""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005154,WHS00017293,WHI000075448,WPI00016520,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,4.0,No,Good,7.8,100.0,Isolation,Like,,
PREF0005155,preference_training_dataset,preference,U000441,PLAN000941,EX0317,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Intermediate,Intermediate,3,2,1,2.5,3.0,3.5,3.0,4.0,"[""Latissimus Dorsi"", ""Rhomboids"", ""Core (Anti-Rotation)""]","[""Biceps Brachii"", ""Posterior Deltoid""]","[""Suspension Trainer (TRX)""]",Horizontal Pull,"[""Shoulder"", ""Elbow""]","[""Shoulder impingement""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005155,WHS00017293,WHI000075446,WPI00016518,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,3.0,No,Good,7.8,100.0,Primary Compound,Like,,
PREF0005156,preference_training_dataset,preference,U000441,PLAN000941,EX0141,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,3,2,1,1.5,1.0,1.5,1.5,2.0,"[""Posterior Deltoid"", ""Rhomboids"", ""Middle Trapezius""]","[""Infraspinatus"", ""Teres Minor""]","[""Resistance Band""]",Horizontal Pull,"[""Shoulder""]","[""None""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005156,WHS00017292,WHI000075445,WPI00016516,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.8,0.0,3.0,3.0,No,Good,7.8,100.0,Isolation,Like,,
PREF0005157,preference_training_dataset,preference,U000441,PLAN000941,EX0181,Advanced,Muscle Gain,Strength,Prefer not to say,26,163.0,60.9,22.92,Normal,5,Chest Back Legs,Commercial Gym,12,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,3.0,3.5,3.0,3.0,4.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Suspension Trainer (TRX)""]",Horizontal Push,"[""Shoulder"", ""Wrist""]","[""Shoulder instability""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00005157,WHS00017292,WHI000075444,WPI00016515,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,1.0,7.5,0.0,3.0,4.0,No,Good,7.8,100.0,Secondary Compound,Like,,
