sample_id,user_id,exercise_id,training_level,primary_goal,secondary_goal,gender,age,height_cm,weight_kg,bmi,bmi_category,training_days_per_week,preferred_split,gym_access_level,available_equipment_count,injury_count,limitation_count,exercise_category,exercise_difficulty,minimum_training_level,primary_muscle_count,secondary_muscle_count,equipment_count,technical_complexity_score,fatigue_score,mobility_requirement,balance_requirement,estimated_MET,primary_muscles,secondary_muscles,equipment,movement_pattern,joint_stress_areas,contraindications,joint_stress_count,contraindication_count,pain_rate,pain_feedback,pain_area_count,pain_during_exercise,pain_match_count,contraindication_match_count,risk_flag_count,risk_score,safety_label
SAFE0000254,U000254,EX0003,Intermediate,General Fitness,Strength,Other,24,157.0,76.6,31.08,Obese,2,Push Pull Legs,Commercial Gym,19,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.0,1.0,1.0,1.0,3.5,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Chest Press Machine""]",Horizontal Push,"[""Shoulder"", ""Elbow""]",[],2,0,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000255,U000255,EX0151,Advanced,Muscular Endurance,General Fitness,Male,23,167.0,78.3,28.08,Overweight,2,Upper Lower,Limited Gym,6,1,1,Bodyweight,Intermediate,Intermediate,1,2,2,3.0,3.5,2.5,3.5,3.5,"[""Hamstrings""]","[""Gluteus Maximus"", ""Gastrocnemius""]","[""Sliders"", ""Towels""]",Knee Flexion,"[""Knee""]","[""Acute hamstring strain""]",1,1,0.0,No Pain,0,,0,0,0,0.0,Safe
SAFE0000256,U000256,EX0026,Advanced,Rehabilitation and Joint Health,Muscular Endurance,Male,22,167.0,56.2,20.15,Normal,6,Auto,Limited Gym,5,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.025,,0,,0,0,0,0.0,Safe
SAFE0000257,U000257,EX0052,Advanced,Strength,Mobility and Flexibility,Other,21,165.0,58.9,21.63,Normal,3,Auto,Limited Gym,7,0,0,Resistance Training,Beginner,Beginner,1,2,1,2.0,4.0,2.0,1.0,4.5,"[""Quadriceps""]","[""Gluteus Maximus"", ""Hamstrings""]","[""Hack Squat Machine""]",Squat,"[""Knee"", ""Lower Back""]","[""Severe knee osteoarthritis""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000258,U000258,EX0004,Intermediate,Muscular Endurance,Rehabilitation and Joint Health,Prefer not to say,28,165.0,70.3,25.82,Overweight,5,Body Part Split,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0556,,0,,0,0,0,0.0,Safe
SAFE0000259,U000259,EX0026,Beginner,Rehabilitation and Joint Health,General Fitness,Other,26,170.0,67.7,23.43,Normal,2,Push Pull Legs,Home Gym,5,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000260,U000260,EX0054,Intermediate,Fat Loss,Mobility and Flexibility,Male,21,182.0,103.4,31.22,Obese,3,Body Part Split,Commercial Gym,10,1,1,Resistance Training,Beginner,Beginner,1,1,1,1.0,1.5,1.5,1.0,2.0,"[""Pectoralis Major""]","[""Anterior Deltoid""]","[""Pec Deck Machine""]",Horizontal Push,"[""Shoulder""]","[""Severe shoulder impingement""]",1,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000261,U000261,EX0026,Advanced,Rehabilitation and Joint Health,Athletic Performance,Male,30,166.0,52.1,18.91,Normal,5,Upper Lower,Home Gym,4,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.027,,0,,0,0,0,0.0,Safe
SAFE0000262,U000262,EX0154,Intermediate,Athletic Performance,Muscle Gain,Other,36,175.0,73.7,24.07,Normal,5,Chest Back Legs,Home Gym,3,0,0,Resistance Training,Beginner,Beginner,2,4,1,2.0,2.0,4.0,4.0,6.0,"[""Latissimus Dorsi"", ""Rectus Abdominis""]","[""Gluteus Maximus"", ""Hamstrings"", ""Triceps Brachii"", ""Anterior Deltoid""]","[""Medicine Ball""]",Trunk Flexion,"[""Shoulder"", ""Lower Back""]","[""Severe lower back pain""]",2,1,0.0286,,0,,0,0,0,0.0,Safe
SAFE0000263,U000263,EX0242,Advanced,Strength,Mobility and Flexibility,Female,28,159.0,58.9,23.3,Normal,6,Body Part Split,Commercial Gym,14,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000264,U000264,EX0215,Advanced,Rehabilitation and Joint Health,Mobility and Flexibility,Female,18,159.0,69.2,27.37,Overweight,3,Upper Lower,Limited Gym,9,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,0.0263,,0,,0,0,0,0.0,Safe
SAFE0000265,U000265,EX0004,Intermediate,Muscle Gain,Athletic Performance,Male,38,166.0,54.9,19.92,Normal,3,Body Part Split,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0278,,0,,0,0,0,0.0,Safe
SAFE0000266,U000266,EX0179,Beginner,Athletic Performance,Rehabilitation and Joint Health,Male,22,156.0,59.7,24.53,Normal,4,Chest Back Legs,Bodyweight Only,2,1,1,Bodyweight,Beginner,Beginner,2,2,1,2.5,1.5,1.5,1.5,2.5,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Hip Flexors""]","[""Mat""]",Core Anti-Extension,"[""Lower Back""]","[""None""]",1,1,0.0732,,0,,0,0,0,0.0,Safe
SAFE0000267,U000267,EX0004,Beginner,General Fitness,Strength,Other,25,168.0,54.9,19.45,Normal,4,Body Part Split,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000268,U000268,EX0004,Intermediate,Muscular Endurance,Athletic Performance,Prefer not to say,20,163.0,55.5,20.89,Normal,6,Push Pull Legs,Commercial Gym,19,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0541,,0,,0,0,0,0.0,Safe
SAFE0000269,U000269,EX0274,Beginner,Fat Loss,Muscle Gain,Male,28,158.0,53.3,21.35,Normal,4,Auto,Bodyweight Only,2,1,1,Bodyweight,Beginner,Beginner,3,1,1,1.0,1.0,1.0,1.5,1.5,"[""Adductors (Longus, Magnus, Brevis)"", ""Gracilis"", ""Pectineus""]","[""None""]","[""Mat""]",Hip Adduction,"[""Hip"", ""Groin""]","[""Acute groin strain""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000270,U000270,EX0026,Intermediate,Mobility and Flexibility,Athletic Performance,Other,22,172.0,94.0,31.77,Obese,4,Chest Back Legs,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000271,U000271,EX0004,Advanced,General Fitness,Muscular Endurance,Other,20,162.0,44.7,17.03,Underweight,6,Push Pull Legs,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000272,U000272,EX0224,Advanced,Strength,General Fitness,Female,38,151.0,51.6,22.63,Normal,6,Auto,Commercial Gym,13,1,1,Bodyweight,Intermediate,Intermediate,2,2,1,2.5,3.0,3.0,3.0,4.5,"[""Anterior Deltoid"", ""Lateral Deltoid""]","[""Triceps Brachii"", ""Upper Trapezius""]","[""Mat""]",Vertical Push,"[""Shoulder"", ""Wrist"", ""Neck""]","[""High blood pressure"", ""Shoulder instability""]",3,2,0.0,,0,,0,0,0,0.0,Safe
SAFE0000273,U000273,EX0026,Advanced,Rehabilitation and Joint Health,Muscular Endurance,Prefer not to say,38,153.0,72.0,30.76,Obese,6,Auto,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0488,,0,,0,0,0,0.0,Safe
SAFE0000274,U000274,EX0141,Intermediate,Rehabilitation and Joint Health,Strength,Prefer not to say,38,166.0,62.1,22.54,Normal,3,Chest Back Legs,Limited Gym,5,1,1,Resistance Training,Beginner,Beginner,3,2,1,1.5,1.0,1.5,1.5,2.0,"[""Posterior Deltoid"", ""Rhomboids"", ""Middle Trapezius""]","[""Infraspinatus"", ""Teres Minor""]","[""Resistance Band""]",Horizontal Pull,"[""Shoulder""]","[""None""]",1,1,0.0513,,0,,0,0,0,0.0,Safe
SAFE0000275,U000275,EX0046,Intermediate,General Fitness,Muscular Endurance,Prefer not to say,24,161.0,80.7,31.13,Obese,4,Body Part Split,Home Gym,3,1,1,Bodyweight,Beginner,Beginner,1,1,1,1.0,1.0,1.0,2.0,2.0,"[""Gluteus Maximus""]","[""Hamstrings""]","[""Mat""]",Hip Extension,"[""Lower Back"", ""Neck""]","[""Cervical spine issues""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000276,U000276,EX0004,Intermediate,Muscular Endurance,Fat Loss,Prefer not to say,43,169.0,84.0,29.41,Overweight,4,Auto,Home Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000277,U000277,EX0004,Intermediate,Athletic Performance,Muscle Gain,Male,49,161.0,72.7,28.05,Overweight,4,Body Part Split,Limited Gym,8,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.05,,0,,0,0,0,0.0,Safe
SAFE0000278,U000278,EX0155,Intermediate,Athletic Performance,Muscle Gain,Other,44,161.0,60.7,23.42,Normal,5,Auto,Commercial Gym,12,1,1,Resistance Training,Intermediate,Intermediate,2,3,1,3.5,3.5,3.0,3.5,5.5,"[""Gluteus Maximus"", ""Hamstrings""]","[""Quadriceps"", ""Erector Spinae"", ""Trapezius""]","[""Kettlebell""]",Hinge,"[""Wrist"", ""Lower Back"", ""Shoulder""]","[""Wrist pain""]",3,1,0.0526,,0,,0,0,0,0.0,Safe
SAFE0000279,U000279,EX0227,Advanced,Fat Loss,Strength,Male,34,176.0,85.5,27.6,Overweight,3,Chest Back Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.0278,,0,,0,0,0,0.0,Safe
SAFE0000280,U000280,EX0180,Beginner,General Fitness,Muscle Gain,Female,39,164.0,73.8,27.44,Overweight,4,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.0,1.0,1.5,1.5,2.0,"[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]","[""Deltoids"", ""Hamstrings""]","[""Mat""]",Core Anti-Rotation,"[""Lower Back"", ""Wrist""]","[""None""]",2,1,0.0488,,0,,0,0,0,0.0,Safe
SAFE0000281,U000281,EX0004,Beginner,Muscle Gain,Fat Loss,Other,30,150.0,52.1,23.16,Normal,6,Upper Lower,Limited Gym,7,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0513,,0,,0,0,0,0.0,Safe
SAFE0000282,U000282,EX0032,Beginner,Mobility and Flexibility,Fat Loss,Prefer not to say,27,160.0,69.1,26.99,Overweight,2,Upper Lower,Commercial Gym,15,0,0,Resistance Training,Beginner,Beginner,2,1,1,1.5,2.0,1.0,2.0,3.0,"[""Biceps Brachii"", ""Brachialis""]","[""Brachioradialis""]","[""Barbell""]",Elbow Flexion,"[""Elbow"", ""Wrist""]","[""Wrist pain"", ""Medial epicondylitis""]",2,2,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000283,U000283,EX0075,Advanced,Rehabilitation and Joint Health,Fat Loss,Prefer not to say,27,164.0,45.2,16.81,Underweight,5,Auto,Home Gym,2,0,0,Bodyweight,Advanced,Advanced,1,1,1,4.0,3.0,4.0,4.0,4.0,"[""Quadriceps (Rectus Femoris)""]","[""None""]","[""Bodyweight""]",Knee Extension,"[""Knee""]","[""Patellar tendinopathy"", ""Meniscus tears"", ""Knee instability""]",1,3,0.0286,Mild Discomfort,1,,0,0,1,0.25,Monitor
SAFE0000284,U000284,EX0026,Intermediate,Muscle Gain,Strength,Prefer not to say,40,163.0,63.1,23.75,Normal,2,Upper Lower,Home Gym,4,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000285,U000285,EX0004,Advanced,Muscular Endurance,Athletic Performance,Other,24,157.0,51.3,20.81,Normal,4,Upper Lower,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0263,,0,,0,0,0,0.0,Safe
SAFE0000286,U000286,EX0004,Intermediate,Muscle Gain,Muscular Endurance,Male,23,176.0,71.0,22.92,Normal,2,Chest Back Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000287,U000287,EX0026,Intermediate,General Fitness,Muscular Endurance,Male,26,165.0,68.7,25.23,Overweight,2,Chest Back Legs,Home Gym,4,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000288,U000288,EX0138,Beginner,Mobility and Flexibility,Muscular Endurance,Prefer not to say,30,166.0,59.5,21.59,Normal,2,Body Part Split,Commercial Gym,19,1,1,Resistance Training,Beginner,Beginner,1,1,1,1.0,1.5,1.5,1.0,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Triceps Extension Machine""]",Elbow Extension,"[""Elbow""]","[""Lateral epicondylitis""]",1,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000289,U000289,EX0319,Beginner,Rehabilitation and Joint Health,Muscle Gain,Male,35,174.0,91.9,30.35,Obese,5,Auto,Commercial Gym,19,1,1,Bodyweight,Beginner,Beginner,2,2,1,1.0,1.0,1.5,3.5,2.0,"[""Lower Trapezius"", ""Serratus Anterior""]","[""Lateral Deltoid"", ""External Rotators""]","[""Wall""]",Scapular Upward Rotation,"[""Shoulder""]",[],1,0,0.0,,0,,0,0,1,0.55,Review
SAFE0000290,U000290,EX0179,Intermediate,Athletic Performance,Strength,Male,30,158.0,59.9,23.99,Normal,3,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,2,1,2.5,1.5,1.5,1.5,2.5,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Hip Flexors""]","[""Mat""]",Core Anti-Extension,"[""Lower Back""]","[""None""]",1,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000291,U000291,EX0231,Advanced,Strength,Rehabilitation and Joint Health,Prefer not to say,36,160.0,48.3,18.87,Normal,3,Chest Back Legs,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,2,1,1,1.5,1.5,1.5,1.5,2.0,"[""Forearm Flexors"", ""Hand/Finger Flexors""]","[""Brachioradialis""]","[""Weight Plates""]",Grip,"[""Wrist"", ""Fingers""]","[""Carpal tunnel syndrome"", ""Arthritis in hands""]",2,2,0.0,,0,,0,0,0,0.0,Safe
SAFE0000292,U000292,EX0003,Beginner,General Fitness,Muscular Endurance,Female,43,157.0,41.0,16.63,Underweight,5,Auto,Limited Gym,7,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.0,1.0,1.0,1.0,3.5,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Chest Press Machine""]",Horizontal Push,"[""Shoulder"", ""Elbow""]",[],2,0,0.0263,,0,,0,0,0,0.0,Safe
SAFE0000293,U000293,EX0004,Beginner,Muscle Gain,General Fitness,Male,38,176.0,59.6,19.24,Normal,4,Push Pull Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0556,,0,,0,0,0,0.0,Safe
SAFE0000294,U000294,EX0056,Advanced,Mobility and Flexibility,General Fitness,Prefer not to say,25,166.0,72.1,26.16,Overweight,4,Body Part Split,Commercial Gym,19,0,0,Resistance Training,Beginner,Beginner,2,1,2,1.5,1.5,1.0,1.0,2.5,"[""Biceps Brachii"", ""Brachialis""]","[""Brachioradialis""]","[""EZ-Bar"", ""Preacher Bench""]",Elbow Flexion,"[""Elbow"", ""Wrist""]","[""Medial epicondylitis"", ""Distal biceps tendon issues""]",2,2,0.0488,,0,,0,0,0,0.0,Safe
SAFE0000295,U000295,EX0215,Intermediate,Mobility and Flexibility,Strength,Prefer not to say,24,163.0,54.0,20.32,Normal,4,Upper Lower,Commercial Gym,11,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000296,U000296,EX0227,Beginner,Muscular Endurance,General Fitness,Male,26,173.0,64.1,21.42,Normal,3,Upper Lower,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000297,U000297,EX0075,Advanced,Mobility and Flexibility,Strength,Prefer not to say,37,161.0,48.8,18.83,Normal,6,Auto,Bodyweight Only,2,1,1,Bodyweight,Advanced,Advanced,1,1,1,4.0,3.0,4.0,4.0,4.0,"[""Quadriceps (Rectus Femoris)""]","[""None""]","[""Bodyweight""]",Knee Extension,"[""Knee""]","[""Patellar tendinopathy"", ""Meniscus tears"", ""Knee instability""]",1,3,0.0,,0,,0,0,0,0.0,Safe
SAFE0000298,U000298,EX0231,Intermediate,Rehabilitation and Joint Health,Fat Loss,Prefer not to say,27,174.0,73.8,24.38,Normal,5,Body Part Split,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,2,1,1,1.5,1.5,1.5,1.5,2.0,"[""Forearm Flexors"", ""Hand/Finger Flexors""]","[""Brachioradialis""]","[""Weight Plates""]",Grip,"[""Wrist"", ""Fingers""]","[""Carpal tunnel syndrome"", ""Arthritis in hands""]",2,2,0.05,,0,,0,0,0,0.0,Safe
SAFE0000299,U000299,EX0004,Advanced,Muscle Gain,Mobility and Flexibility,Prefer not to say,33,160.0,68.1,26.6,Overweight,5,Push Pull Legs,Commercial Gym,14,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0263,,0,,0,0,0,0.0,Safe
SAFE0000300,U000300,EX0004,Advanced,Fat Loss,Muscular Endurance,Male,37,163.0,69.1,26.01,Overweight,6,Push Pull Legs,Limited Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0556,,0,,0,0,0,0.0,Safe
SAFE0000301,U000301,EX0004,Intermediate,Muscle Gain,General Fitness,Prefer not to say,24,165.0,78.4,28.8,Overweight,3,Full Body,Commercial Gym,19,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000302,U000302,EX0009,Intermediate,Rehabilitation and Joint Health,Muscle Gain,Female,34,158.0,73.7,29.52,Overweight,3,Chest Back Legs,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,2,3,1,1.0,1.0,1.0,1.0,3.5,"[""Latissimus Dorsi"", ""Rhomboids""]","[""Middle Trapezius"", ""Posterior Deltoid"", ""Biceps Brachii""]","[""Row Machine""]",Horizontal Pull,"[""Shoulder"", ""Elbow""]","[""Acute shoulder pain"", ""Pain during pulling""]",2,2,0.0513,,0,,0,0,0,0.0,Safe
SAFE0000303,U000303,EX0004,Advanced,Muscle Gain,Fat Loss,Female,20,162.0,76.7,29.23,Overweight,2,Chest Back Legs,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0625,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000304,U000304,EX0004,Advanced,Athletic Performance,General Fitness,Female,19,153.0,57.5,24.56,Normal,6,Auto,Limited Gym,5,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000305,U000305,EX0003,Beginner,General Fitness,Rehabilitation and Joint Health,Other,27,162.0,76.5,29.15,Overweight,6,Push Pull Legs,Limited Gym,9,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.0,1.0,1.0,1.0,3.5,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Chest Press Machine""]",Horizontal Push,"[""Shoulder"", ""Elbow""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000306,U000306,EX0004,Advanced,Muscular Endurance,Athletic Performance,Female,19,160.0,57.4,22.42,Normal,2,Auto,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000307,U000307,EX0227,Intermediate,Muscular Endurance,Strength,Other,19,177.0,59.7,19.06,Normal,4,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.0556,,0,,0,0,0,0.0,Safe
