sample_id,user_id,plan_id,exercise_id,training_level,primary_goal,secondary_goal,gender,age,height_cm,weight_kg,bmi,bmi_category,training_days_per_week,preferred_split,gym_access_level,available_equipment_count,injury_count,limitation_count,exercise_category,exercise_difficulty,minimum_training_level,primary_muscle_count,secondary_muscle_count,equipment_count,technical_complexity_score,fatigue_score,mobility_requirement,balance_requirement,estimated_MET,primary_muscles,secondary_muscles,equipment,movement_pattern,joint_stress_areas,contraindications,joint_stress_count,contraindication_count,completion_rate,set_completion_rate,skipped_rate,partial_rate,average_rpe,average_fatigue,pain_rate,trend,safety_status,risk_score,risk_flag_count,contraindication_match_count,pain_match_count,sentiment_positive_count,sentiment_neutral_count,sentiment_negative_count,too_easy_count,too_hard_count,liked_exercise_count,disliked_exercise_count,pain_related_exercise_count,recommended_action,days_per_week
REC0000129,U000129,PLAN000129,EX0026,Beginner,Muscle Gain,Fat Loss,Female,25,163.0,46.4,17.46,Underweight,4,Chest Back Legs,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.7714,0.9143,0.0,0.0,8.04,3.03,0.0286,,Safe,0.0,0,0,0,2,1,0,0,0,0,0,0,Keep,4
REC0000130,U000130,PLAN000130,EX0227,Beginner,Fat Loss,Rehabilitation and Joint Health,Female,28,170.0,63.7,22.04,Normal,2,Auto,Home Gym,4,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.8125,0.9375,0.0,0.0,6.9,2.0,0.0,,Safe,0.0,0,0,0,17,0,2,1,2,1,1,0,Reduce Difficulty,2
REC0000131,U000131,PLAN000131,EX0160,Beginner,General Fitness,Athletic Performance,Female,39,168.0,46.2,16.37,Underweight,4,Push Pull Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,1.5,1.5,1.0,3.0,"[""Rectus Abdominis""]","[""Obliques"", ""Hip Flexors""]","[""Mat""]",Trunk Flexion,"[""Lower Back""]","[""Lumbar disc herniation""]",1,1,0.8947,0.9714,0.0,0.0,6.79,2.0,0.0,,Safe,0.0,0,0,0,2,17,1,0,1,0,1,0,Reduce Difficulty,4
REC0000132,U000132,PLAN000132,EX0004,Advanced,Fat Loss,Mobility and Flexibility,Female,29,168.0,79.7,28.24,Overweight,6,Push Pull Legs,Commercial Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.75,0.8898,0.0,0.0,7.71,4.06,0.0556,,Safe,0.0,0,0,0,1,2,0,0,0,0,0,0,Reduce Difficulty,6
REC0000133,U000133,PLAN000133,EX0026,Beginner,Mobility and Flexibility,Fat Loss,Female,24,162.0,52.9,20.16,Normal,6,Upper Lower,Commercial Gym,6,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.878,0.9756,0.0,0.0,5.89,2.05,0.0488,,Safe,0.0,0,0,0,2,1,0,0,0,0,0,0,Keep,6
REC0000134,U000134,PLAN000134,EX0004,Beginner,Muscle Gain,Mobility and Flexibility,Female,31,162.0,58.5,22.29,Normal,2,Auto,Commercial Gym,5,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8438,0.9375,0.0,0.0,7.88,3.0,0.0,,Safe,0.0,0,0,0,1,2,0,0,0,0,0,0,Keep,2
REC0000140,U000140,PLAN000140,EX0026,Intermediate,Mobility and Flexibility,General Fitness,Female,24,168.0,63.0,22.32,Normal,5,Chest Back Legs,Home Gym,2,1,1,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.8537,0.975,0.0,0.0,5.92,2.05,0.0488,,Safe,0.0,0,0,0,1,2,0,0,0,0,0,0,Keep,5
REC0000142,U000142,PLAN000142,EX0179,Beginner,Muscular Endurance,Mobility and Flexibility,Other,27,177.0,79.6,25.41,Overweight,6,Chest Back Legs,Bodyweight Only,4,1,1,Bodyweight,Beginner,Beginner,2,2,1,2.5,1.5,1.5,1.5,2.5,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Hip Flexors""]","[""Mat""]",Core Anti-Extension,"[""Lower Back""]","[""None""]",1,1,0.8919,0.973,0.0,0.0,6.78,2.0,0.0,,Safe,0.0,0,0,0,2,1,0,0,0,0,0,0,Keep,6
REC0000144,U000144,PLAN000144,EX0011,Intermediate,Athletic Performance,Mobility and Flexibility,Female,22,155.0,50.2,20.89,Normal,3,Upper Lower,Commercial Gym,4,0,0,Resistance Training,Intermediate,Intermediate,1,4,1,4.0,4.0,3.0,2.0,6.0,"[""Latissimus Dorsi""]","[""Biceps Brachii"", ""Brachialis"", ""Rhomboids"", ""Posterior Deltoid""]","[""Pull-up Bar""]",Vertical Pull,"[""Shoulder"", ""Elbow"", ""Wrist""]","[""Acute shoulder or elbow pain"", ""Inability to control the hanging position"", ""Painful overhead range""]",3,3,0.95,1.0,0.0,0.0,6.78,2.02,0.025,,Safe,0.0,0,0,0,2,0,0,0,0,0,0,0,Keep,3
REC0000145,U000145,PLAN000145,EX0004,Advanced,Muscular Endurance,Rehabilitation and Joint Health,Female,18,163.0,54.3,20.44,Normal,4,Auto,Commercial Gym,6,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8684,0.9737,0.0,0.0,6.89,2.05,0.0526,,Safe,0.0,0,0,0,37,3,1,2,1,1,1,0,Reduce Difficulty,4
REC0000146,U000146,PLAN000146,EX0260,Advanced,Athletic Performance,Strength,Female,34,157.0,56.0,22.72,Normal,4,Full Body,Limited Gym,5,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,3.5,4.5,3.0,4.0,4.5,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Quadriceps"", ""Gluteus Maximus"", ""Lateral Deltoid""]","[""Dumbbell""]",Vertical Push,"[""Shoulder"", ""Knee"", ""Lower Back""]","[""Shoulder impingement""]",3,1,0.8333,0.9444,0.0,0.0,6.91,2.03,0.0278,,Safe,0.0,0,0,0,2,1,0,0,0,0,0,0,Keep,4
REC0000147,U000147,PLAN000147,EX0037,Beginner,Muscle Gain,Fat Loss,Female,19,159.0,50.9,20.13,Normal,2,Upper Lower,Limited Gym,6,1,1,Resistance Training,Beginner,Beginner,2,1,1,1.5,2.0,1.0,1.5,3.0,"[""Brachioradialis"", ""Brachialis""]","[""Biceps Brachii""]","[""Dumbbell""]",Elbow Flexion,"[""Elbow""]","[""Elbow pain""]",1,1,0.875,0.9671,0.0,0.0,7.79,3.0,0.0,,Safe,0.0,0,0,0,11,2,0,1,0,1,0,0,Keep,2
REC0000148,U000148,PLAN000148,EX0224,Intermediate,Muscular Endurance,Mobility and Flexibility,Female,29,171.0,61.5,21.03,Normal,2,Auto,Bodyweight Only,3,1,1,Bodyweight,Intermediate,Intermediate,2,2,1,2.5,3.0,3.0,3.0,4.5,"[""Anterior Deltoid"", ""Lateral Deltoid""]","[""Triceps Brachii"", ""Upper Trapezius""]","[""Mat""]",Vertical Push,"[""Shoulder"", ""Wrist"", ""Neck""]","[""High blood pressure"", ""Shoulder instability""]",3,2,0.6875,0.875,0.0,0.0,7.71,4.04,0.0312,,Review,0.55,1,0,0,2,16,1,0,1,0,1,0,Review Safety,2
REC0000150,U000150,PLAN000150,EX0004,Intermediate,Muscle Gain,Muscular Endurance,Female,27,171.0,49.2,16.83,Underweight,3,Chest Back Legs,Limited Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8,0.9195,0.0,0.0,8.29,3.03,0.0286,,Safe,0.0,0,0,0,1,1,0,0,0,0,0,0,Keep,3
REC0000152,U000152,PLAN000152,EX0242,Intermediate,Strength,Muscle Gain,Prefer not to say,23,159.0,71.4,28.24,Overweight,4,Auto,Limited Gym,5,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.7895,0.9156,0.0,0.0,7.92,3.09,0.0789,,Safe,0.0,0,0,0,2,0,2,0,2,0,2,2,Review Safety,4
REC0000153,U000153,PLAN000153,EX0004,Beginner,Muscular Endurance,Fat Loss,Female,21,172.0,57.1,19.3,Normal,2,Full Body,Limited Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8438,0.9375,0.0,0.0,7.22,2.53,0.0625,,Safe,0.0,0,0,0,5,7,2,0,2,1,2,1,Reduce Difficulty,2
REC0000154,U000154,PLAN000154,EX0194,Beginner,Rehabilitation and Joint Health,General Fitness,Female,50,153.0,81.0,34.6,Obese,3,Auto,Bodyweight Only,1,0,0,Bodyweight,Beginner,Beginner,3,4,1,4.5,3.0,1.0,3.0,8.0,"[""Quadriceps"", ""Pectoralis Major"", ""Gluteus Maximus""]","[""Triceps Brachii"", ""Anterior Deltoid"", ""Hamstrings"", ""Calves""]","[""Bodyweight""]",Total Body Integration,"[""Wrist"", ""Knee"", ""Lower Back""]",[],3,0,0.8049,0.9268,0.0,0.0,5.05,1.11,0.0488,,Monitor,0.35,2,0,0,3,0,0,0,0,0,0,0,Keep,3
REC0000155,U000155,PLAN000155,EX0102,Beginner,Mobility and Flexibility,Fat Loss,Female,24,166.0,47.0,17.06,Underweight,3,Auto,Home Gym,5,0,0,Resistance Training,Beginner,Beginner,1,1,2,2.0,1.5,2.0,2.0,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Dumbbell"", ""Bench""]",Elbow Extension,"[""Elbow""]","[""Elbow pain""]",1,1,0.7949,0.9231,0.0,0.0,6.24,2.03,0.0256,,Safe,0.0,0,0,0,3,0,0,0,0,0,0,0,Keep,3
REC0000156,U000156,PLAN000156,EX0004,Beginner,Mobility and Flexibility,Athletic Performance,Other,31,167.0,89.2,31.98,Obese,3,Chest Back Legs,Commercial Gym,7,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7297,0.9189,0.0,0.0,6.75,3.12,0.0541,,Safe,0.0,0,0,0,1,1,1,0,1,0,1,1,Reduce Difficulty,3
REC0000157,U000157,PLAN000157,EX0062,Intermediate,Rehabilitation and Joint Health,Strength,Female,21,162.0,81.1,30.9,Obese,3,Auto,Commercial Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,1.0,1.5,2.0,1.0,2.5,"[""Gastrocnemius""]","[""Soleus""]","[""Leg Press Machine""]",Ankle Plantarflexion,"[""Ankle"", ""Achilles Tendon""]","[""Achilles tendinopathy""]",2,1,0.8571,0.9714,0.0,0.0,4.9,1.06,0.0571,,Safe,0.0,0,0,0,13,1,1,5,1,1,1,1,Reduce Difficulty,3
REC0000158,U000158,PLAN000158,EX0004,Beginner,Muscle Gain,Strength,Female,25,175.0,59.4,19.4,Normal,2,Auto,Limited Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.875,0.9688,0.0,0.0,7.79,3.29,0.0625,,Safe,0.0,0,0,0,2,0,1,0,1,0,1,1,Review Safety,2
REC0000159,U000159,PLAN000159,EX0009,Advanced,Strength,Fat Loss,Female,22,151.0,55.0,24.12,Normal,2,Chest Back Legs,Commercial Gym,7,0,0,Resistance Training,Beginner,Beginner,2,3,1,1.0,1.0,1.0,1.0,3.5,"[""Latissimus Dorsi"", ""Rhomboids""]","[""Middle Trapezius"", ""Posterior Deltoid"", ""Biceps Brachii""]","[""Row Machine""]",Horizontal Pull,"[""Shoulder"", ""Elbow""]","[""Acute shoulder pain"", ""Pain during pulling""]",2,2,0.875,0.9728,0.0,0.0,7.88,3.0,0.0,,Safe,0.0,0,0,0,17,18,0,2,0,1,0,0,Keep,2
REC0000160,U000160,PLAN000160,EX0004,Intermediate,Muscular Endurance,Strength,Female,36,154.0,72.0,30.36,Obese,4,Full Body,Limited Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8056,0.9444,0.0,0.0,7.09,2.03,0.0278,,Safe,0.0,0,0,0,2,1,0,0,0,1,0,0,Keep,4
REC0000161,U000161,PLAN000161,EX0026,Beginner,Rehabilitation and Joint Health,Muscle Gain,Female,29,167.0,59.8,21.44,Normal,4,Auto,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.878,0.9512,0.0,0.0,5.03,1.03,0.0244,,Safe,0.0,0,0,0,12,4,2,1,2,1,1,0,Reduce Difficulty,4
REC0000163,U000163,PLAN000163,EX0004,Intermediate,Muscular Endurance,Rehabilitation and Joint Health,Female,22,151.0,76.1,33.38,Obese,2,Body Part Split,Limited Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8438,0.9583,0.0,0.0,6.89,2.0,0.0,,Safe,0.0,0,0,0,2,1,0,0,0,0,0,0,Keep,2
REC0000164,U000164,PLAN000164,EX0004,Beginner,Fat Loss,Rehabilitation and Joint Health,Female,24,169.0,79.2,27.73,Overweight,5,Body Part Split,Limited Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8,0.881,0.0,0.0,7.35,2.94,0.0286,,Safe,0.0,0,0,0,8,2,2,0,2,1,2,1,Reduce Difficulty,5
REC0000165,U000165,PLAN000165,EX0004,Advanced,Muscular Endurance,Athletic Performance,Female,27,163.0,56.3,21.19,Normal,2,Upper Lower,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8125,0.9375,0.0,0.0,7.01,2.03,0.0312,,Safe,0.0,0,0,0,23,5,2,3,1,2,2,1,Reduce Difficulty,2
REC0000166,U000166,PLAN000166,EX0340,Beginner,Mobility and Flexibility,Muscular Endurance,Female,28,167.0,61.6,22.09,Normal,5,Upper Lower,Limited Gym,5,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,0.8421,0.9394,0.0,0.0,6.19,2.44,0.0,,Safe,0.0,0,0,0,9,11,1,1,1,1,1,0,Reduce Difficulty,5
REC0000168,U000168,PLAN000168,EX0004,Beginner,General Fitness,Mobility and Flexibility,Female,34,160.0,69.7,27.23,Overweight,2,Body Part Split,Commercial Gym,7,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7188,0.875,0.0,0.0,7.73,4.07,0.0625,,Safe,0.0,0,0,0,1,1,1,0,1,0,1,1,Reduce Difficulty,2
REC0000169,U000169,PLAN000169,EX0004,Advanced,Fat Loss,Muscle Gain,Female,35,163.0,80.6,30.34,Obese,6,Push Pull Legs,Commercial Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.9231,1.0,0.0,0.0,6.82,2.08,0.0513,,Safe,0.0,0,0,0,9,7,1,1,0,1,1,1,Reduce Difficulty,6
REC0000170,U000170,PLAN000170,EX0004,Advanced,Muscular Endurance,Mobility and Flexibility,Male,22,173.0,89.5,29.9,Overweight,2,Upper Lower,Limited Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8438,0.9688,0.0,0.0,7.17,2.16,0.0,,Safe,0.0,0,0,0,6,5,0,0,0,1,0,0,Keep,2
REC0000171,U000171,PLAN000171,EX0004,Beginner,Athletic Performance,General Fitness,Male,19,172.0,90.3,30.52,Obese,6,Body Part Split,Commercial Gym,7,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7143,0.9031,0.0,0.0,7.75,3.91,0.0571,,Safe,0.0,0,0,0,2,2,1,0,1,0,1,1,Reduce Difficulty,6
REC0000172,U000172,PLAN000172,EX0004,Beginner,Muscle Gain,General Fitness,Male,33,183.0,92.7,27.68,Overweight,4,Upper Lower,Home Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.85,0.9545,0.0,0.0,7.99,3.03,0.025,,Safe,0.0,0,0,0,6,4,3,1,3,1,2,1,Reduce Difficulty,4
REC0000174,U000174,PLAN000174,EX0061,Advanced,Mobility and Flexibility,Athletic Performance,Male,18,171.0,87.4,29.89,Overweight,4,Push Pull Legs,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,3,1,2,1.5,1.0,2.0,1.0,2.0,"[""Extensor Carpi Radialis Longus"", ""Extensor Carpi Radialis Brevis"", ""Extensor Carpi Ulnaris""]","[""Extensor Digitorum""]","[""Barbell"", ""Bench""]",Wrist Extension,"[""Wrist""]","[""Acute wrist pain"", ""Tennis elbow""]",1,2,0.8333,0.9722,0.0,0.0,5.9,2.0,0.0,,Safe,0.0,0,0,0,12,5,1,1,1,1,1,0,Reduce Difficulty,4
REC0000176,U000176,PLAN000176,EX0004,Intermediate,Fat Loss,Strength,Male,23,169.0,72.3,25.31,Overweight,4,Auto,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7692,0.957,0.0,0.0,7.0,2.43,0.0,,Safe,0.0,0,0,0,1,1,0,0,0,0,0,0,Keep,4
REC0000178,U000178,PLAN000178,EX0004,Intermediate,Muscle Gain,Fat Loss,Male,46,177.0,73.3,23.4,Normal,6,Upper Lower,Commercial Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8286,0.9445,0.0,0.0,7.91,3.06,0.0571,,Safe,0.0,0,0,0,33,7,3,1,0,2,2,1,Reduce Difficulty,6
REC0000179,U000179,PLAN000179,EX0046,Beginner,Mobility and Flexibility,Muscular Endurance,Male,21,182.0,60.6,18.29,Underweight,3,Upper Lower,Bodyweight Only,3,0,0,Bodyweight,Beginner,Beginner,1,1,1,1.0,1.0,1.0,2.0,2.0,"[""Gluteus Maximus""]","[""Hamstrings""]","[""Mat""]",Hip Extension,"[""Lower Back"", ""Neck""]","[""Cervical spine issues""]",2,1,0.7,0.9,0.0,0.0,6.71,3.03,0.025,,Safe,0.0,0,0,0,13,1,3,1,2,1,2,1,Reduce Difficulty,3
REC0000180,U000180,PLAN000180,EX0004,Beginner,Muscle Gain,Fat Loss,Male,23,173.0,70.8,23.66,Normal,5,Push Pull Legs,Commercial Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7368,0.8947,0.0,0.0,8.73,3.29,0.0526,,Safe,0.0,0,0,0,2,1,1,0,1,0,1,1,Reduce Difficulty,5
REC0000181,U000181,PLAN000181,EX0004,Beginner,Athletic Performance,General Fitness,Male,43,185.0,64.7,18.9,Normal,5,Chest Back Legs,Limited Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8333,0.8885,0.0,0.0,7.13,2.27,0.0278,,Safe,0.0,0,0,0,2,1,0,0,0,0,0,0,Keep,5
REC0000183,U000183,PLAN000183,EX0004,Intermediate,General Fitness,Athletic Performance,Male,24,176.0,90.4,29.18,Overweight,2,Body Part Split,Commercial Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7188,0.9062,0.0,0.0,7.36,2.52,0.0312,,Safe,0.0,0,0,0,1,2,1,0,1,0,1,1,Reduce Difficulty,2
REC0000185,U000185,PLAN000185,EX0004,Beginner,Athletic Performance,Muscle Gain,Male,33,160.0,80.3,31.37,Obese,4,Push Pull Legs,Limited Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7714,0.9143,0.0,0.0,7.52,2.69,0.0571,,Safe,0.0,0,0,0,18,5,2,1,1,1,2,1,Reduce Difficulty,4
REC0000188,U000188,PLAN000188,EX0141,Intermediate,Strength,General Fitness,Male,43,170.0,91.9,31.8,Obese,6,Auto,Home Gym,5,0,0,Resistance Training,Beginner,Beginner,3,2,1,1.5,1.0,1.5,1.5,2.0,"[""Posterior Deltoid"", ""Rhomboids"", ""Middle Trapezius""]","[""Infraspinatus"", ""Teres Minor""]","[""Resistance Band""]",Horizontal Pull,"[""Shoulder""]","[""None""]",1,1,0.8056,0.9126,0.0,0.0,8.18,3.03,0.0278,,Safe,0.0,0,0,0,6,2,0,1,0,1,0,0,Keep,6
REC0000189,U000189,PLAN000189,EX0227,Beginner,Muscular Endurance,Fat Loss,Male,20,179.0,62.7,19.57,Normal,4,Auto,Home Gym,5,1,1,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.7073,0.8794,0.0,0.0,7.71,4.06,0.0488,,Review,0.55,1,0,0,15,4,5,3,4,1,2,1,Review Safety,4
REC0000191,U000191,PLAN000191,EX0004,Intermediate,General Fitness,Strength,Male,33,173.0,71.7,23.96,Normal,4,Upper Lower,Commercial Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8108,0.9355,0.0,0.0,7.46,2.54,0.027,,Safe,0.0,0,0,0,3,0,1,0,1,0,1,1,Review Safety,4
REC0000192,U000192,PLAN000192,EX0004,Beginner,Muscle Gain,Muscular Endurance,Male,22,169.0,89.2,31.23,Obese,4,Chest Back Legs,Home Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8,0.8598,0.0,0.0,8.05,3.09,0.0571,,Safe,0.0,0,0,0,2,0,1,0,1,0,1,1,Review Safety,4
