plan_item_id,plan_id,week_number,day_number,day_name,day_type,session_name,exercise_role,priority_score,selection_reason,focus_muscles,exercise_order,exercise_id,exercise_name_snapshot,exercise_min_level_snapshot,exercise_goals_snapshot,exercise_equipment_snapshot,primary_muscles_snapshot,sets,rep_min,rep_max,duration_seconds,intensity_unit,target_intensity,rest_seconds,tempo,set_type,warmup_sets,is_optional,progression_rule,substitution_exercise_ids,coaching_note
WPI00008319,PLAN000473,1,4,Sunday,Training,Day 4 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Pectoralis Major"", ""Triceps Brachii""]",5,EX0331,Archer Push-Up,Advanced,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major"", ""Triceps Brachii""]",2,8,15,,RPE,7,60,2-0-2,Working,0,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008320,PLAN000473,1,4,Sunday,Training,Day 4 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Quadriceps"", ""Gluteus Maximus""]",4,EX0084,Pistol Squat,Advanced,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Quadriceps"", ""Gluteus Maximus""]",2,8,15,,RPE,7,60,2-0-2,Working,0,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008321,PLAN000473,1,4,Sunday,Training,Day 4 - Auto,Secondary Compound,3,covers Horizontal Push; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Pectoralis Major"", ""Triceps Brachii""]",3,EX0281,Band Resisted Push-Up,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Resistance Band""]","[""Pectoralis Major"", ""Triceps Brachii""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008322,PLAN000474,1,1,Wednesday,Training,Day 1 - Chest,Isolation,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Biceps Brachii"", ""Brachialis""]",1,EX0137,Machine Bicep Curl,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bicep Curl Machine""]","[""Biceps Brachii"", ""Brachialis""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008323,PLAN000474,1,2,Tuesday,Training,Day 2 - Back,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Pectoralis Major""]",1,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008324,PLAN000474,1,2,Tuesday,Training,Day 2 - Back,Accessory,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Rectus Abdominis"", ""Transverse Abdominis""]",4,EX0026,Plank,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Rectus Abdominis"", ""Transverse Abdominis""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008325,PLAN000474,1,2,Tuesday,Training,Day 2 - Back,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Latissimus Dorsi"", ""Rhomboids"", ""Middle Trapezius""]",3,EX0098,Chest-Supported T-Bar Row,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Chest-Supported Row Machine""]","[""Latissimus Dorsi"", ""Rhomboids"", ""Middle Trapezius""]",2,8,12,,RPE,6,45,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008326,PLAN000474,1,2,Tuesday,Training,Day 2 - Back,Isolation,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Biceps Brachii"", ""Brachialis""]",5,EX0137,Machine Bicep Curl,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bicep Curl Machine""]","[""Biceps Brachii"", ""Brachialis""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008327,PLAN000474,1,2,Tuesday,Training,Day 2 - Back,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Quadriceps"", ""Gluteus Maximus""]",2,EX0084,Pistol Squat,Advanced,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Quadriceps"", ""Gluteus Maximus""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008328,PLAN000474,1,3,Friday,Training,Day 3 - Legs,Isolation,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Quadriceps (Rectus Femoris)""]",5,EX0075,Sissy Squat,Advanced,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Quadriceps (Rectus Femoris)""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008329,PLAN000474,1,3,Friday,Training,Day 3 - Legs,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Pectoralis Major""]",1,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008330,PLAN000474,1,3,Friday,Training,Day 3 - Legs,Accessory,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Rectus Abdominis"", ""Transverse Abdominis""]",4,EX0026,Plank,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Rectus Abdominis"", ""Transverse Abdominis""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008331,PLAN000474,1,3,Friday,Training,Day 3 - Legs,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]",2,EX0215,Close-Grip Push-Up,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008332,PLAN000474,1,3,Friday,Training,Day 3 - Legs,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Latissimus Dorsi"", ""Rhomboids"", ""Middle Trapezius""]",3,EX0098,Chest-Supported T-Bar Row,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Chest-Supported Row Machine""]","[""Latissimus Dorsi"", ""Rhomboids"", ""Middle Trapezius""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008333,PLAN000474,1,4,Sunday,Training,Day 4 - Chest,Isolation,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Biceps Brachii"", ""Brachialis""]",1,EX0137,Machine Bicep Curl,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bicep Curl Machine""]","[""Biceps Brachii"", ""Brachialis""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008334,PLAN000474,1,5,Thursday,Training,Day 5 - Back,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Pectoralis Major""]",1,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008335,PLAN000474,1,5,Thursday,Training,Day 5 - Back,Accessory,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Rectus Abdominis"", ""Transverse Abdominis""]",4,EX0026,Plank,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Rectus Abdominis"", ""Transverse Abdominis""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008336,PLAN000474,1,5,Thursday,Training,Day 5 - Back,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Latissimus Dorsi"", ""Rhomboids"", ""Middle Trapezius""]",3,EX0098,Chest-Supported T-Bar Row,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Chest-Supported Row Machine""]","[""Latissimus Dorsi"", ""Rhomboids"", ""Middle Trapezius""]",2,8,12,,RPE,6,45,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008337,PLAN000474,1,5,Thursday,Training,Day 5 - Back,Isolation,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Biceps Brachii"", ""Brachialis""]",5,EX0137,Machine Bicep Curl,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bicep Curl Machine""]","[""Biceps Brachii"", ""Brachialis""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008338,PLAN000474,1,5,Thursday,Training,Day 5 - Back,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Quadriceps"", ""Gluteus Maximus""]",2,EX0084,Pistol Squat,Advanced,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Quadriceps"", ""Gluteus Maximus""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008339,PLAN000475,1,1,Friday,Training,Day 1 - Auto,Primary Compound,4,primary-goal aligned; covers Core Anti-Rotation; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]",1,EX0180,Bird Dog,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008340,PLAN000475,1,1,Friday,Training,Day 1 - Auto,Primary Compound,4,primary-goal aligned; covers Core Anti-Extension; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Rectus Abdominis"", ""Transverse Abdominis""]",2,EX0179,Dead Bug,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Rectus Abdominis"", ""Transverse Abdominis""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008341,PLAN000475,1,1,Friday,Training,Day 1 - Auto,Secondary Compound,4,primary-goal aligned; covers Total Body Integration; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Core"", ""Hip Flexors""]",3,EX0227,Mountain Climbers,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Core"", ""Hip Flexors""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008342,PLAN000475,1,1,Friday,Training,Day 1 - Auto,Secondary Compound,4,primary-goal aligned; covers Horizontal Push; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Pectoralis Major""]",4,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008343,PLAN000475,1,1,Friday,Training,Day 1 - Auto,Secondary Compound,4,primary-goal aligned; covers Trunk Rotation; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Rectus Abdominis"", ""Obliques""]",5,EX0107,Bicycle Crunch,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Rectus Abdominis"", ""Obliques""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00008344,PLAN000475,1,2,Saturday,Training,Day 2 - Auto,Primary Compound,4,primary-goal aligned; covers Trunk Flexion; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Rectus Abdominis"", ""Hip Flexors (Iliopsoas, Rectus Femoris)""]",1,EX0226,Lying Leg Raise,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Rectus Abdominis"", ""Hip Flexors (Iliopsoas, Rectus Femoris)""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
