feedback_id,user_id,plan_id,history_session_id,history_item_id,plan_item_id,exercise_id,feedback_scope,feedback_type,rating,sentiment,difficulty_feedback,enjoyment_rating,fatigue_feedback,pain_feedback,pain_areas,duration_feedback,exercise_preference,progression_preference,requested_action,feedback_text,feedback_reason_tags,source_context,feedback_status,record_source,is_synthetic,created_at,updated_at
FB00006750,U000469,PLAN000969,WHS00017803,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi xét cảm giác phục hồi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-24T18:00:00,2026-08-12T08:36:22
FB00006751,U000469,PLAN000969,WHS00017802,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-23T18:00:00,2026-08-12T08:36:22
FB00006752,U000469,PLAN000969,WHS00017801,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-22T18:00:00,2026-08-12T08:36:22
FB00006753,U000467,PLAN000967,WHS00017782,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-23T18:00:00,2026-08-12T08:36:22
FB00006754,U000466,PLAN000966,WHS00017763,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-03-15T18:00:00,2026-08-12T08:36:22
FB00006755,U000466,PLAN000966,WHS00017762,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-03-10T18:00:00,2026-08-12T08:36:22
FB00006756,U000466,PLAN000966,WHS00017761,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Monitor""]",after_session,Active,Synthetic,True,2026-03-09T18:00:00,2026-08-12T08:36:22
FB00006757,U000466,PLAN000966,WHS00017759,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-03-03T18:00:00,2026-08-12T08:36:22
FB00006758,U000466,PLAN000966,WHS00017758,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Monitor""]",after_session,Active,Synthetic,True,2026-03-02T18:00:00,2026-08-12T08:36:22
FB00006759,U000466,PLAN000966,WHS00017757,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-03-01T18:00:00,2026-08-12T08:36:22
FB00006760,U000466,PLAN000966,WHS00017756,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong buổi tập này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-24T18:00:00,2026-08-12T08:36:22
FB00006761,U000466,PLAN000966,WHS00017755,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-23T18:00:00,2026-08-12T08:36:22
FB00006762,U000466,PLAN000966,WHS00017754,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-22T18:00:00,2026-08-12T08:36:22
FB00006763,U000466,PLAN000966,WHS00017753,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-17T18:00:00,2026-08-12T08:36:22
FB00006764,U000466,PLAN000966,WHS00017752,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-16T18:00:00,2026-08-12T08:36:22
FB00006765,U000466,PLAN000966,WHS00017751,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-15T18:00:00,2026-08-12T08:36:22
FB00006766,U000466,PLAN000966,WHS00017750,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-10T18:00:00,2026-08-12T08:36:22
FB00006767,U000466,PLAN000966,WHS00017749,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-09T18:00:00,2026-08-12T08:36:22
FB00006768,U000466,PLAN000966,WHS00017748,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-08T18:00:00,2026-08-12T08:36:22
FB00006769,U000466,PLAN000966,WHS00017747,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-03T18:00:00,2026-08-12T08:36:22
FB00006770,U000466,PLAN000966,WHS00017746,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở bối cảnh lịch tập này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-02T18:00:00,2026-08-12T08:36:22
FB00006771,U000466,PLAN000966,WHS00017745,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-01T18:00:00,2026-08-12T08:36:22
FB00006772,U000466,PLAN000966,WHS00017744,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-27T18:00:00,2026-08-12T08:36:22
FB00006773,U000466,PLAN000966,WHS00017743,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-26T18:00:00,2026-08-12T08:36:22
FB00006774,U000466,PLAN000966,WHS00017742,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-25T18:00:00,2026-08-12T08:36:22
FB00006775,U000465,PLAN000965,WHS00017733,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-15T18:00:00,2026-08-12T08:36:22
FB00006776,U000464,PLAN000964,WHS00017716,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-14T18:00:00,2026-08-12T08:36:22
FB00006777,U000463,PLAN000963,WHS00017706,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-24T18:00:00,2026-08-12T08:36:22
FB00006778,U000463,PLAN000963,WHS00017698,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-15T18:00:00,2026-08-12T08:36:22
FB00006779,U000463,PLAN000963,WHS00017695,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-11T18:00:00,2026-08-12T08:36:22
FB00006780,U000461,PLAN000961,WHS00017667,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong lần đánh giá hôm nay.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-30T18:00:00,2026-08-12T08:36:22
FB00006781,U000461,PLAN000961,WHS00017664,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-25T18:00:00,2026-08-12T08:36:22
FB00006782,U000461,PLAN000961,WHS00017656,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-13T18:00:00,2026-08-12T08:36:22
FB00006783,U000459,PLAN000959,WHS00017630,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-04T18:00:00,2026-08-12T08:36:22
FB00006784,U000459,PLAN000959,WHS00017628,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-02T18:00:00,2026-08-12T08:36:22
FB00006785,U000459,PLAN000959,WHS00017626,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-30T18:00:00,2026-08-12T08:36:22
FB00006786,U000459,PLAN000959,WHS00017625,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-29T18:00:00,2026-08-12T08:36:22
FB00006787,U000459,PLAN000959,WHS00017624,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-28T18:00:00,2026-08-12T08:36:22
FB00006788,U000459,PLAN000959,WHS00017623,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-27T18:00:00,2026-08-12T08:36:22
FB00006789,U000459,PLAN000959,WHS00017622,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-26T18:00:00,2026-08-12T08:36:22
FB00006790,U000459,PLAN000959,WHS00017621,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau vài set đầu.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-25T18:00:00,2026-08-12T08:36:22
FB00006791,U000459,PLAN000959,WHS00017620,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-23T18:00:00,2026-08-12T08:36:22
FB00006792,U000459,PLAN000959,WHS00017619,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-22T18:00:00,2026-08-12T08:36:22
FB00006793,U000459,PLAN000959,WHS00017617,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-20T18:00:00,2026-08-12T08:36:22
FB00006794,U000459,PLAN000959,WHS00017616,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-19T18:00:00,2026-08-12T08:36:22
FB00006795,U000459,PLAN000959,WHS00017615,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-18T18:00:00,2026-08-12T08:36:22
FB00006796,U000459,PLAN000959,WHS00017614,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-16T18:00:00,2026-08-12T08:36:22
FB00006797,U000459,PLAN000959,WHS00017613,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-15T18:00:00,2026-08-12T08:36:22
FB00006798,U000459,PLAN000959,WHS00017612,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-14T18:00:00,2026-08-12T08:36:22
FB00006799,U000459,PLAN000959,WHS00017611,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-13T18:00:00,2026-08-12T08:36:22
FB00006800,U000459,PLAN000959,WHS00017609,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-11T18:00:00,2026-08-12T08:36:22
FB00006801,U000458,PLAN000958,WHS00017607,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-11T18:00:00,2026-08-12T08:36:22
FB00006802,U000458,PLAN000958,WHS00017606,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-10T18:00:00,2026-08-12T08:36:22
FB00006803,U000458,PLAN000958,WHS00017605,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-09T18:00:00,2026-08-12T08:36:22
FB00006804,U000458,PLAN000958,WHS00017602,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-02T18:00:00,2026-08-12T08:36:22
FB00006805,U000458,PLAN000958,WHS00017601,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-28T18:00:00,2026-08-12T08:36:22
FB00006806,U000458,PLAN000958,WHS00017600,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-27T18:00:00,2026-08-12T08:36:22
FB00006807,U000458,PLAN000958,WHS00017597,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-20T18:00:00,2026-08-12T08:36:22
FB00006808,U000458,PLAN000958,WHS00017596,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-19T18:00:00,2026-08-12T08:36:22
FB00006809,U000458,PLAN000958,WHS00017595,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-14T18:00:00,2026-08-12T08:36:22
FB00006810,U000457,PLAN000957,WHS00017585,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau vài set đầu.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-24T18:00:00,2026-08-12T08:36:22
FB00006811,U000456,PLAN000956,WHS00017575,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-06T18:00:00,2026-08-12T08:36:22
FB00006812,U000456,PLAN000956,WHS00017567,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-25T18:00:00,2026-08-12T08:36:22
FB00006813,U000455,PLAN000955,WHS00017556,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-07T18:00:00,2026-08-12T08:36:22
