exercise_id,exercise_name,aliases,category,body_region,mechanics_type,movement_pattern,force_type,kinetic_chain,laterality,equipment,load_position,primary_muscles,secondary_muscles,stabilizer_muscles,movement_planes,joint_actions,range_of_motion_type,resistance_profile,muscle_length_bias,axial_loading,minimum_training_level,technical_complexity_score,coordination_requirement,stability_requirement,mobility_requirement,balance_requirement,systemic_fatigue_score,local_fatigue_score,recommended_goals,relative_injury_risk,joint_stress_areas,contraindications,exercise_setup,execution_steps,common_mistakes,cues,breathing_pattern,progressions,regressions,alternatives,met_value,source_ids,record_status,last_reviewed_date
EX0258,Decline Dumbbell Fly,"[""Decline Fly""]",Resistance Training,Upper Body,Isolation,Horizontal Push,Push,Open Chain,Bilateral,"[""Dumbbell"", ""Decline Bench""]",Anterior,"[""Pectoralis Major (Lower Head)""]","[""Anterior Deltoid""]","[""Core"", ""Biceps Brachii""]","[""Transverse"", ""Sagittal""]","[""Shoulder Horizontal Adduction""]",Full,Ascending,Lengthened,Low,Intermediate,3,3,2.5,2.5,2,2,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Shoulder"", ""Elbow""]","[""Anterior shoulder instability"", ""Glaucoma""]",Secure your legs on a decline bench. Lie back holding dumbbells directly above your lower chest with a neutral grip.,"[""With a slight bend in your elbows, slowly lower the dumbbells out to your sides in a wide arc."", ""Stop when you feel a stretch in your lower chest."", ""Squeeze your chest to bring the dumbbells back together in a hugging motion.""]","[""Pressing the weight instead of flying"", ""Lowering the weight too far"", ""Straightening the elbows completely""]","[""Hug a barrel"", ""Maintain a slight elbow bend"", ""Control the stretch""]","Inhale while lowering, exhale while bringing them together.","[""Cable Decline Fly"", ""Pause Dumbbell Fly""]","[""Flat Dumbbell Fly"", ""Machine Pec Deck""]","[""High-to-Low Cable Fly"", ""Decline Dumbbell Press""]",3,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-25
EX0259,Barbell Step-Up,"[""Weighted Step-Up""]",Resistance Training,Lower Body,Compound,Squat,Push,Closed Chain,Unilateral,"[""Barbell"", ""Plyo Box or Bench""]",Posterior,"[""Quadriceps"", ""Gluteus Maximus""]","[""Hamstrings""]","[""Core"", ""Gluteus Medius"", ""Erector Spinae""]","[""Sagittal""]","[""Hip Extension"", ""Knee Extension""]",Full,Ascending,Mid-Range,High,Advanced,4,4.5,4.5,3.5,4.5,4,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Knee"", ""Ankle"", ""Lower Back""]","[""Knee instability"", ""Balance disorders""]",Place a barbell across your upper back. Stand facing a sturdy box or bench.,"[""Place one foot entirely on the box."", ""Drive through the heel of the elevated foot to step up until the leg is fully straight."", ""Slowly and carefully step back down to the floor, controlling the descent.""]","[""Pushing off the floor with the back leg instead of pulling with the front leg"", ""Letting the front knee cave inward"", ""Losing balance due to the barbell""]","[""Drive through the front heel"", ""Control the descent"", ""Keep chest up""]","Exhale while stepping up, inhale while stepping down.","[""Higher Box Step-Up"", ""Heavier Load""]","[""Dumbbell Step-Up"", ""Bodyweight Step-Up""]","[""Dumbbell Step-Up"", ""Bulgarian Split Squat""]",5.5,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-25
EX0260,Single-Arm Dumbbell Push Press,"[""One-Arm DB Push Press""]",Resistance Training,Total Body,Compound,Vertical Push,Push,Closed Chain,Unilateral,"[""Dumbbell""]",Anterior,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Quadriceps"", ""Gluteus Maximus"", ""Lateral Deltoid""]","[""Core"", ""Obliques""]","[""Sagittal"", ""Frontal""]","[""Shoulder Flexion"", ""Elbow Extension"", ""Knee Extension"", ""Hip Extension""]",Full,Ascending,Mid-Range,Moderate,Intermediate,3.5,4,4,3,4,4.5,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Shoulder"", ""Knee"", ""Lower Back""]","[""Shoulder impingement""]",Stand with feet shoulder-width apart. Clean a dumbbell to shoulder height on one side.,"[""Perform a quick, shallow dip by bending your knees slightly."", ""Explosively drive your legs to launch the dumbbell upward."", ""Finish pressing the dumbbell overhead until your arm is locked out. The core must work overtime to prevent torso rotation.""]","[""Dipping too low"", ""Pressing early before the leg drive"", ""Leaning away from the weight""]","[""Dip and drive"", ""Keep the torso square"", ""Lock it out""]","Inhale and brace before the dip, exhale at lockout.","[""Single-Arm Kettlebell Push Press"", ""Heavier Load""]","[""Single-Arm Strict Press"", ""Lighter Load""]","[""Barbell Push Press"", ""Single-Arm Kettlebell Press""]",4.5,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-25
EX0261,Landmine Twist,"[""Landmine Rotations"", ""180s""]",Resistance Training,Core,Compound,Trunk Rotation,Push,Open Chain,Bilateral,"[""Barbell"", ""Landmine""]",Anterior,"[""Obliques"", ""Rectus Abdominis""]","[""Shoulders (Deltoids)"", ""Gluteus Maximus"", ""Transverse Abdominis""]","[""Erector Spinae"", ""Latissimus Dorsi""]","[""Transverse"", ""Frontal""]","[""Spinal Rotation"", ""Isometric Shoulder Flexion""]",Full,Constant,Mid-Range,Moderate,Intermediate,3,3.5,3.5,3,3.5,2.5,3.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Lower Back"", ""Shoulder""]","[""Lumbar disc herniation""]","Stand facing the landmine with feet shoulder-width apart. Hold the end of the barbell with both hands, arms extended in front of your chest.","[""Keeping your arms relatively straight, pivot your feet and rotate your torso to swing the barbell down to one side."", ""Stop before it touches your hip."", ""Explosively contract your core to swing the barbell back up and over to the opposite side.""]","[""Bending the elbows instead of using the core"", ""Not pivoting the feet (strains the knees)"", ""Letting the lower back arch""]","[""Arms act as rigid levers"", ""Pivot the hips and feet"", ""Explosive rotation""]","Exhale aggressively as you swing up, inhale as you lower.","[""Heavy Landmine Twist (slow)"", ""Kneeling Landmine Twist""]","[""Lighter Load"", ""Cable Woodchopper""]","[""Russian Twist"", ""Cable Woodchopper""]",3.5,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-25
EX0262,Spiderman Push-Up,"[""Knee-to-Elbow Push-Up""]",Bodyweight,Total Body,Compound,Horizontal Push,Push,Closed Chain,Alternating,"[""Bodyweight""]",Bodyweight,"[""Pectoralis Major"", ""Obliques""]","[""Triceps Brachii"", ""Anterior Deltoid"", ""Hip Flexors""]","[""Core"", ""Serratus Anterior""]","[""Transverse"", ""Sagittal""]","[""Shoulder Horizontal Adduction"", ""Elbow Extension"", ""Hip Flexion"", ""Spinal Lateral Flexion""]",Full,Ascending,Lengthened,Low,Intermediate,3.5,4,4.5,3.5,4,4,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Shoulder"", ""Wrist"", ""Hip""]","[""Wrist pain"", ""Shoulder instability""]",Get into a standard push-up position with your hands placed slightly wider than shoulder-width apart and your core tightly braced.,"[""As you lower your chest toward the floor, lift your right foot off the ground and bring your right knee out and up to touch your right elbow."", ""Push back up to the starting position while simultaneously returning your leg."", ""Repeat on the other side.""]","[""Hips sagging toward the floor"", ""Not lowering the chest enough"", ""Losing balance and twisting the torso too much""]","[""Core tight"", ""Knee to elbow at the bottom"", ""Body like a board""]","Inhale while lowering and bringing the knee up, exhale while pressing back.","[""Spiderman Crawl (moving forward)""]","[""Standard Push-Up"", ""Mountain Climbers""]","[""Push-Up"", ""Renegade Row""]",4.5,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-25
EX0263,Hindu Push-Up,"[""Dive Bomber Push-Up"", ""Dand""]",Bodyweight,Total Body,Compound,Total Body Integration,Push,Closed Chain,Bilateral,"[""Mat""]",Bodyweight,"[""Pectoralis Major"", ""Anterior Deltoid"", ""Triceps Brachii""]","[""Core"", ""Erector Spinae"", ""Latissimus Dorsi""]","[""Gluteus Maximus"", ""Hamstrings (stretch)""]","[""Sagittal""]","[""Shoulder Flexion"", ""Shoulder Extension"", ""Elbow Extension"", ""Spinal Extension""]",Full,Variable,Mid-Range,Low,Intermediate,3,3.5,4,4.5,4,3,3.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder"", ""Lower Back"", ""Wrist""]","[""Spinal stenosis"", ""Shoulder impingement""]","Start in a downward dog position (hips high in the air, forming an inverted V).","[""Swoop your body down by bending your elbows, bringing your head and chest close to the floor as if sliding under a low fence."", ""Push your chest up and forward, extending your arms and arching your back (upward dog position)."", ""Push your hips straight back up to the starting inverted V position (do not swoop backward).""]","[""Swooping backward instead of just pushing the hips up (turns it into a Dive Bomber)"", ""Flaring the elbows out"", ""Letting the lower back sag without core control""]","[""Slide under the fence"", ""Look up at the top"", ""Hips high to return""]","Inhale as you swoop down and up, exhale as you push the hips back.","[""Dive Bomber Push-Up (swoop backward to return)""]","[""Pike Push-Up"", ""Standard Push-Up""]","[""Pike Push-Up"", ""Yoga Sun Salutation""]",4,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-25
EX0264,Underhand Barbell Row,"[""Yates Row"", ""Supinated Barbell Row""]",Resistance Training,Upper Body,Compound,Horizontal Pull,Pull,Open Chain,Bilateral,"[""Barbell"", ""Weight Plates""]",Anterior,"[""Latissimus Dorsi (Lower Lat Bias)"", ""Biceps Brachii""]","[""Rhomboids"", ""Middle Trapezius"", ""Brachialis""]","[""Core"", ""Erector Spinae"", ""Hamstrings""]","[""Sagittal""]","[""Shoulder Extension"", ""Elbow Flexion"", ""Scapular Retraction""]",Full,Ascending,Mid-Range,High,Intermediate,3,3,3,3,3,4,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Lower Back"", ""Biceps"", ""Wrist""]","[""Biceps tendonitis"", ""Lumbar disc issues""]",Grip a barbell with a supinated (underhand) grip at shoulder-width. Hinge at the hips until your torso is at a 45 to 60-degree angle (slightly more upright than a standard row).,"[""Pull the barbell into your lower stomach or waistline."", ""Keep your elbows tucked tight against your body."", ""Squeeze your lats and biceps, then lower the bar under control.""]","[""Rounding the lower back"", ""Pulling the bar too high (to the chest) which strains the wrists"", ""Using excessive momentum""]","[""Elbows scrape the ribs"", ""Pull to the belly button"", ""Chest up""]","Exhale while rowing, inhale while lowering.","[""Heavier Load"", ""Pause Yates Row""]","[""Standard Overhand Barbell Row""]","[""Barbell Row"", ""Seated Cable Row""]",3.5,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-25
EX0265,Egyptian Cable Lateral Raise,"[""Leaning Single-Arm Cable Lateral Raise""]",Resistance Training,Upper Body,Isolation,Vertical Push,Push,Open Chain,Unilateral,"[""Cable Machine"", ""D-Handle""]",Lateral,"[""Lateral Deltoid""]","[""Anterior Deltoid"", ""Supraspinatus""]","[""Core"", ""Trapezius""]","[""Frontal""]","[""Shoulder Abduction""]",Full,Constant,Lengthened,Low,Intermediate,2.5,3,2.5,2.5,2,2.5,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder""]","[""Shoulder impingement""]",Set a low cable pulley. Stand close to the machine. Grab the vertical pole with your non-working hand and lean away from the machine.,"[""The cable should run behind your legs."", ""Keeping a slight bend in your working elbow, raise the handle out to the side until your arm is parallel to the floor."", ""Slowly lower it back down, letting the cable pull your arm slightly behind your body for a maximum stretch.""]","[""Using momentum"", ""Shrugging the shoulder"", ""Pulling the cable in front of the legs instead of behind""]","[""Lean away"", ""Cable behind legs"", ""Control the deep stretch""]","Exhale while raising, inhale while lowering.","[""Heavier Load"", ""Pause at the top""]","[""Standing Cable Lateral Raise (no lean)""]","[""Cable Lateral Raise"", ""Dumbbell Lateral Raise""]",3,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-25
EX0266,Dumbbell Hex Press,"[""Squeeze Press"", ""Champagne Press""]",Resistance Training,Upper Body,Compound,Horizontal Push,Push,Open Chain,Bilateral,"[""Dumbbell"", ""Flat Bench""]",Anterior,"[""Pectoralis Major (Inner Chest Bias)"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Core""]","[""Transverse"", ""Sagittal""]","[""Shoulder Horizontal Adduction"", ""Elbow Extension"", ""Isometric Pectoral Contraction""]",Partial,Ascending,Shortened,Low,Intermediate,2,2.5,2.5,2,1.5,3,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Shoulder"", ""Elbow"", ""Wrist""]","[""Wrist pain""]",Lie on a flat bench holding two dumbbells. Press them together so they are touching side-by-side over your chest.,"[""Squeeze the dumbbells together as hard as you can (isometric contraction of the chest)."", ""Maintaining this outward pressure, lower the dumbbells to your mid-chest."", ""Press them back up to full lockout, never letting them separate.""]","[""Letting the dumbbells separate"", ""Not actively squeezing them together (which defeats the purpose)"", ""Flaring the elbows out""]","[""Crush the dumbbells together"", ""Keep elbows tucked"", ""Constant chest tension""]","Inhale while lowering, exhale while pressing.","[""Incline Hex Press"", ""Heavier Load""]","[""Close-Grip Push-Up"", ""Flat Dumbbell Press""]","[""Close-Grip Bench Press"", ""Dumbbell Fly""]",3.5,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-25
EX0267,Decline EZ-Bar Skull Crusher,"[""Decline Triceps Extension""]",Resistance Training,Upper Body,Isolation,Elbow Extension,Push,Open Chain,Bilateral,"[""EZ-Bar"", ""Decline Bench""]",Anterior,"[""Triceps Brachii""]","[""Anconeus""]","[""Pectoralis Major"", ""Core""]","[""Sagittal""]","[""Elbow Extension""]",Full,Ascending,Lengthened,Low,Intermediate,3,3,2,2,1.5,2.5,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Elbow"", ""Wrist""]","[""Elbow tendinopathy"", ""Glaucoma (due to decline)""]","Secure your legs on a decline bench. Hold an EZ-bar with a narrow overhand grip, arms extended straight up over your lower chest.","[""Angle your arms slightly backward (towards your head)."", ""Bend your elbows to lower the bar toward your forehead or slightly behind your head."", ""Feel the deep stretch in the triceps (enhanced by the decline angle), then press back up.""]","[""Moving the upper arms too much (turning it into a pullover)"", ""Flaring elbows"", ""Lowering the bar to the nose/mouth""]","[""Elbows point to the ceiling"", ""Lock the upper arms in place"", ""Stretch and squeeze""]","Inhale while lowering, exhale while extending.","[""Flat EZ-Bar Skull Crusher"", ""Decline Dumbbell Skull Crusher""]","[""Cable Triceps Pushdown""]","[""Lying Triceps Extension"", ""Close-Grip Bench Press""]",3,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-25
EX0268,Smith Machine Shrug,"[""Guided Barbell Shrug""]",Resistance Training,Upper Body,Isolation,Scapular Elevation,Pull,Open Chain,Bilateral,"[""Smith Machine""]",Anterior,"[""Upper Trapezius""]","[""Levator Scapulae""]","[""Core"", ""Forearms""]","[""Frontal""]","[""Scapular Elevation""]",Partial,Machine Dependent,Shortened,Low,Beginner,1.5,1.5,1.5,1,1,2.5,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Neck"", ""Lower Back""]","[""Cervical spine issues""]","Set the Smith machine bar at mid-thigh level. Stand facing the bar and grab it with an overhand grip, shoulder-width apart.","[""Unrack the bar."", ""Keeping your arms perfectly straight, elevate your shoulders as high as possible toward your ears."", ""Squeeze the traps at the top, then slowly lower the bar back to a full stretch.""]","[""Rolling the shoulders (damages rotator cuff)"", ""Bending the elbows to lift the weight"", ""Bouncing the weight""]","[""Shrug straight up and down"", ""Keep arms locked"", ""Hold the squeeze""]","Exhale while shrugging, inhale while lowering.","[""Behind-the-Back Smith Shrug"", ""Pause Reps""]","[""Dumbbell Shrug"", ""Lighter Load""]","[""Barbell Shrug"", ""Trap Bar Shrug""]",2,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-25
EX0269,Glute Bridge March,"[""Marching Glute Bridge""]",Bodyweight,Lower Body,Compound,Hip Extension,Push,Closed Chain,Alternating,"[""Mat""]",Bodyweight,"[""Gluteus Maximus"", ""Hamstrings""]","[""Core"", ""Erector Spinae""]","[""Hip Flexors (of the marching leg)""]","[""Sagittal""]","[""Isometric Hip Extension"", ""Dynamic Hip Flexion""]",,Constant,Shortened,Moderate,Beginner,2,3,3.5,2.5,3,2,3.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Lower Back""]","[""None""]",Lie on your back with knees bent and feet flat on the floor. Bridge your hips up so your body forms a straight line from shoulders to knees.,"[""Keeping your hips elevated and perfectly level, lift your right foot off the floor and drive your right knee toward your chest."", ""Place the right foot back down."", ""Without letting your hips sag, lift your left foot and drive the left knee toward your chest. Alternate legs.""]","[""Hips sagging toward the floor"", ""Hips twisting side to side when lifting a leg"", ""Pushing through the toes""]","[""Lock the hips high"", ""Push through the heel of the planted foot"", ""March slowly and with control""]",Breathe continuously and rhythmically.,"[""Weighted Glute Bridge March (sandbag on hips)""]","[""Standard Glute Bridge Hold""]","[""Single-Leg Glute Bridge"", ""Bird Dog""]",2.5,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-25
EX0270,Banded Good Morning,"[""Resistance Band Good Morning""]",Resistance Training,Lower Body,Compound,Hinge,Pull,Closed Chain,Bilateral,"[""Resistance Band""]",Posterior,"[""Hamstrings"", ""Gluteus Maximus"", ""Erector Spinae""]","[""None""]","[""Core""]","[""Sagittal""]","[""Hip Extension""]",Partial,Ascending,Shortened,Moderate,Beginner,1.5,2,2,2.5,2,1.5,3.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Lower Back""]","[""Acute low back pain""]","Stand with your feet shoulder-width apart, stepping on one end of a large looped resistance band. Loop the other end over the back of your neck.","[""Keep your knees slightly bent and your back perfectly flat."", ""Hinge at the hips, pushing your glutes backward until your torso is nearly parallel to the floor."", ""Drive your hips forward against the band resistance to stand back up, squeezing your glutes.""]","[""Rounding the lower back"", ""Bending the knees into a squat"", ""Looking straight up and straining the neck""]","[""Hips back"", ""Chest up"", ""Squeeze the glutes at the top""]","Inhale while hinging, exhale while standing up.","[""Heavier Band"", ""Barbell Good Morning""]","[""Lighter Band"", ""Bodyweight Hinge""]","[""Barbell Good Morning"", ""Romanian Deadlift""]",2,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-25
EX0271,Poliquin Step-Up,"[""Heel-Elevated Step-Down""]",Resistance Training,Lower Body,Isolation,Squat,Push,Closed Chain,Unilateral,"[""Low Box or Weight Plate"", ""Heel Wedge""]",Anterior,"[""Quadriceps (Vastus Medialis Bias)""]","[""None""]","[""Core"", ""Gluteus Medius""]","[""Sagittal""]","[""Knee Extension""]",Partial,Ascending,Lengthened,Low,Beginner,2,3,3.5,2.5,3,2,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Knee""]","[""Acute patellar tendon rupture""]",Stand on a very low box or weight plate. The working foot should have the heel elevated (using a wedge or plate). The non-working leg hangs off the side or front.,"[""Keeping your torso completely upright, bend the working knee to let the non-working heel touch the floor gently."", ""Ensure the working knee tracks far forward over the toes."", ""Push through the working leg to straighten the knee back up.""]","[""Pushing off the floor with the non-working foot"", ""Leaning forward"", ""Dropping down too quickly""]","[""Knee over toes"", ""Stay totally vertical"", ""Soft heel tap""]","Inhale as you lower, exhale as you step up.","[""Increase the height of the step"", ""Hold dumbbells""]","[""Lower step height"", ""Assisted Poliquin Step-Up (holding a rig)""]","[""Step-Up"", ""Sissy Squat""]",2.5,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-25
EX0272,Cable Concentration Curl,"[""Single-Arm Cable Curl""]",Resistance Training,Upper Body,Isolation,Elbow Flexion,Pull,Open Chain,Unilateral,"[""Cable Machine"", ""D-Handle""]",Anterior,"[""Biceps Brachii"", ""Brachialis""]","[""Brachioradialis""]","[""None""]","[""Sagittal""]","[""Elbow Flexion""]",Full,Constant,Shortened,Low,Beginner,1.5,1.5,1,1.5,1,2,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Elbow""]","[""Biceps tendonitis""]","Set a cable pulley to a high or low position (depending on preference). If low, bend over and rest your triceps against your inner thigh. If high, stand and curl toward your ear.","[""Keeping your upper arm completely stationary, curl the handle toward your shoulder/head."", ""Squeeze the bicep forcefully at the peak of the contraction."", ""Slowly let the cable pull your arm back to full extension.""]","[""Moving the upper arm"", ""Swinging the torso"", ""Rushing the negative phase""]","[""Pin the upper arm"", ""Squeeze the peak"", ""Control the stretch""]","Exhale while curling, inhale while extending.","[""Heavier Load"", ""Pause Reps""]","[""Dumbbell Concentration Curl""]","[""Dumbbell Concentration Curl"", ""Machine Bicep Curl""]",2,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-25
